premises-FOL,conclusion-FOL,label,premise,hypothesis,count_prem
"Horse(detroitcity)
∃x (Horse(x) ∧ Racehorse(x))
∀x (Horse(x) ∧ InRace(x) ∧ Falls(x) → PoseRiskTo(x, rider))
InRace(detroitcity) ∧ Fall(detroitcity)
∀x (Horse(x) ∧ InRace(x) → Racehorse(x))","PoseRiskTo(detroitcity, rider)",True,"Detroit City is a horse.
Some horses are racehorses.
If a horse falls in a race, it poses risks to its rider.
Detroit City fell in a race.
A horse is a racehorse if it is in a race.",Detroit City poses risks to its rider.,5
"Horse(detroitcity)
∃x (Horse(x) ∧ Racehorse(x))
∀x (Horse(x) ∧ InRace(x) ∧ Falls(x) → PoseRiskTo(x, rider))
InRace(detroitcity) ∧ Fall(detroitcity)
∀x (Horse(x) ∧ InRace(x) → Racehorse(x))",Racehorse(detroitcity),True,"Detroit City is a horse.
Some horses are racehorses.
If a horse falls in a race, it poses risks to its rider.
Detroit City fell in a race.
A horse is a racehorse if it is in a race.",Detroit City is a racehorse.,5
"Architect(monhoff) ∧ Artist(monhoff) ∧ Illustrator(monhoff)
American(monhoff)
∀x (Artist(x) → GoodAt(x, physicalArt) ∨ GoodAt(x, conceptualArt))
∀x (American(x) → AmericanCitizen(x))",¬(∃x (Illustrator(x) ∧ AmericanCitizen(x))),False,"Frederick Monhoff was an architect, artist, and illustrator.
Frederick Monhoff was an American.
An artist is good at physical or conceptual art.
All Americans are American citizens.",No illustrator was an American citizen.,4
"Czech(miroslavFiedler) ∧ Mathematician(miroslavFiedler)
KnownFor(miroslavFiedler, contributionsToLinearAlgebraAndGraphTheory)
HonoredBy(miroslavFiedler, fiedlerEigenvalue)
TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)","∃x (TheSecondSmallestEigenvalueOf(x, theGraphLaplacian) ∧ HonoredBy(miroslavFiedler, x))",True,"Miroslav Fiedler was a Czech mathematician.
Miroslav Fiedler is known for his contributions to linear algebra and graph theory.
Miroslav Fiedler is honored by the Fiedler eigenvalue.
Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.",Miroslav Fiedler is honored by the second smallest eigenvalue of the graph Laplacian.,4
"Czech(miroslavFiedler) ∧ Mathematician(miroslavFiedler)
KnownFor(miroslavFiedler, contributionsToLinearAlgebraAndGraphTheory)
HonoredBy(miroslavFiedler, fiedlerEigenvalue)
TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)","∃x (Czech(x) ∧ Mathematician(x) ∧ KnownFor(x, contributionsToLinearAlgebraAndGraphTheory))",True,"Miroslav Fiedler was a Czech mathematician.
Miroslav Fiedler is known for his contributions to linear algebra and graph theory.
Miroslav Fiedler is honored by the Fiedler eigenvalue.
Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.",A Czech mathematician is known for his contributions to linear algebra and graph theory.,4
"∀x (Laptop(x) → Computer(x))
∀x (Computer(x) → CanPlayGameOn(x))
∀x (Phone(x) → ¬Computer(x))",∀x (Laptop(x) → CanPlayGameOn(x)),True,"A laptop is a computer.
You can play games on a computer.
A phone is not a computer.",You can play games on a laptop.,3
"AmericanPolitician(walterBrown) ∧ Lawyer(walterBrown) ∧ ServedAs(walterBrown, postMasterGeneral)
Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)
∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))
Married(katherinHafer, walterBrown)","GraduatedWith(walterBrown, bachelorsOfArt)",True,"Walter Folger Brown was an American politician and lawyer who served as the postmaster general.
Walter Folger Brown graduated from Harvard University with a Bachelor of Arts.
While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.
Katherin Hafer married Walter Folger Brown.",Walter Folger Brown graduated with a Bachelor of Arts.,4
"AmericanPolitician(walterBrown) ∧ Lawyer(walterBrown) ∧ ServedAs(walterBrown, postMasterGeneral)
Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)
∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))
Married(katherinHafer, walterBrown)","∃t(In(walterBrownFather, toledo, t))",True,"Walter Folger Brown was an American politician and lawyer who served as the postmaster general.
Walter Folger Brown graduated from Harvard University with a Bachelor of Arts.
While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.
Katherin Hafer married Walter Folger Brown.",Walter Folger Brown's father was in Toledo.,4
"AmericanPolitician(walterBrown) ∧ Lawyer(walterBrown) ∧ ServedAs(walterBrown, postMasterGeneral)
Graduated(walterBrown, harvard) ∧ GraduatedWith(walterBrown, bachelorsOfArt)
∃t(In(walterBrown, toledo, t) ∧ In(walterBrownFather, toledo, t) ∧ PracticedLawTogether(walterBrown, walterBrownFather, t))
Married(katherinHafer, walterBrown)","∃t(¬In(walterBrownFather, toledo, t))",False,"Walter Folger Brown was an American politician and lawyer who served as the postmaster general.
Walter Folger Brown graduated from Harvard University with a Bachelor of Arts.
While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.
Katherin Hafer married Walter Folger Brown.",Walter Folger Brown was not in Toledo.,4
"∀x ((Product(x) ∧ DesignedBy(x, apple)) → SoldIn(x, appleStore))
∀x ((Product(x) ∧ With(x, appleLogo)) → DesignedBy(x, apple))
∀x (Macbook(x) → With(x, appleLogo))
∀x ((Product(x) ∧ With(x, appleM2Chip)) → Macbook(x))
¬(SoldIn(thinkpadX1, appleStore) ∧ Macbook(thinkpadX1))","With(thinkpadX1, appleM2Chip)",False,"All products designed by Apple are sold at Apple Stores.
All products with Apple logos are designed by Apple.
All Macbooks have Apple logos.
All products with Apple M2 chips are Mackbooks.
A Thinkpad X1 is not both sold in Apple Stores and is a Macbook.",The Thinkpad X1 has an Apple M2 chip.,5
"∀x ((Product(x) ∧ DesignedBy(x, apple)) → SoldIn(x, appleStore))
∀x ((Product(x) ∧ With(x, appleLogo)) → DesignedBy(x, apple))
∀x (Macbook(x) → With(x, appleLogo))
∀x ((Product(x) ∧ With(x, appleM2Chip)) → Macbook(x))
¬(SoldIn(thinkpadX1, appleStore) ∧ Macbook(thinkpadX1))","With(thinkpadX1, appleM2Chip) ∧ Macbook(thinkpadX1)",False,"All products designed by Apple are sold at Apple Stores.
All products with Apple logos are designed by Apple.
All Macbooks have Apple logos.
All products with Apple M2 chips are Mackbooks.
A Thinkpad X1 is not both sold in Apple Stores and is a Macbook.",The Thinkpad X1 has an Apple M2 chip and is a Macbook.,5
"∀x ((Product(x) ∧ DesignedBy(x, apple)) → SoldIn(x, appleStore))
∀x ((Product(x) ∧ With(x, appleLogo)) → DesignedBy(x, apple))
∀x (Macbook(x) → With(x, appleLogo))
∀x ((Product(x) ∧ With(x, appleM2Chip)) → Macbook(x))
¬(SoldIn(thinkpadX1, appleStore) ∧ Macbook(thinkpadX1))","With(thinkpadX1, appleM2Chip)) ⊕ Macbook(thinkpadX1)",False,"All products designed by Apple are sold at Apple Stores.
All products with Apple logos are designed by Apple.
All Macbooks have Apple logos.
All products with Apple M2 chips are Mackbooks.
A Thinkpad X1 is not both sold in Apple Stores and is a Macbook.",The Thinkpad X1 either has an Apple M2 chip or is a Macbook.,5
"∀x ((Product(x) ∧ DesignedBy(x, apple)) → SoldIn(x, appleStore))
∀x ((Product(x) ∧ With(x, appleLogo)) → DesignedBy(x, apple))
∀x (Macbook(x) → With(x, appleLogo))
∀x ((Product(x) ∧ With(x, appleM2Chip)) → Macbook(x))
¬(SoldIn(thinkpadX1, appleStore) ∧ Macbook(thinkpadX1))","(With(thinkpadX1, appleM2Chip) ∧ Macbook(thinkpadX1)) → ¬(With(thinkpadX1, appleM2Chip) ∨ SoldIn(thinkpadX1, appleStore))",True,"All products designed by Apple are sold at Apple Stores.
All products with Apple logos are designed by Apple.
All Macbooks have Apple logos.
All products with Apple M2 chips are Mackbooks.
A Thinkpad X1 is not both sold in Apple Stores and is a Macbook.","If the Thinkpad X1 has an Apple M2 chip and is a Macbook, then it neither has an Apple M2 chip nor is sold in Apple Stores.",5
"RoadJunction(oxfordCircus) ∧ Connect(oxfordCircus, oxfordSt, regentSt)
In(oxfordSt, london) ∧ In(regentSt, london)
Designed(nash, construction) ∧ On(construction, regentSt)
Designed(nash, oxfordCircus)
Architect(nash) ∧ British(nash)
EntraceTo(oxfordCircus, tubeStation) ∧ PartOf(tubeStation, centralline) ∧ In(tubeStation, 1900)","In(oxfordCircus, london)",True,"Oxford Circus is a road junction connecting Oxford Street and Regent Street.
Oxford Street and Regent Street are in London.
John Nash designed a construction on Regent Street.
John Nash designed Oxford Circus.
John Nash is a British architect.
Oxford Circus is the entrance to Oxford Circus tube station, a part of the Central line in 1900.",Oxford Circus is in London.,6
"RoadJunction(oxfordCircus) ∧ Connect(oxfordCircus, oxfordSt, regentSt)
In(oxfordSt, london) ∧ In(regentSt, london)
Designed(nash, construction) ∧ On(construction, regentSt)
Designed(nash, oxfordCircus)
Architect(nash) ∧ British(nash)
EntraceTo(oxfordCircus, tubeStation) ∧ PartOf(tubeStation, centralline) ∧ In(tubeStation, 1900)","∃x (British(x) ∧ Architect(x) ∧ Design(x, oxfordCircus))",True,"Oxford Circus is a road junction connecting Oxford Street and Regent Street.
Oxford Street and Regent Street are in London.
John Nash designed a construction on Regent Street.
John Nash designed Oxford Circus.
John Nash is a British architect.
Oxford Circus is the entrance to Oxford Circus tube station, a part of the Central line in 1900.",Oxford Circus is designed by a British architect.,6
"RoadJunction(oxfordCircus) ∧ Connect(oxfordCircus, oxfordSt, regentSt)
In(oxfordSt, london) ∧ In(regentSt, london)
Designed(nash, construction) ∧ On(construction, regentSt)
Designed(nash, oxfordCircus)
Architect(nash) ∧ British(nash)
EntraceTo(oxfordCircus, tubeStation) ∧ PartOf(tubeStation, centralline) ∧ In(tubeStation, 1900)","¬In(regentStreet, london)",False,"Oxford Circus is a road junction connecting Oxford Street and Regent Street.
Oxford Street and Regent Street are in London.
John Nash designed a construction on Regent Street.
John Nash designed Oxford Circus.
John Nash is a British architect.
Oxford Circus is the entrance to Oxford Circus tube station, a part of the Central line in 1900.",Regent Street is not in London.,6
"∀x (Pet(x) ∧ In(x, myHouse) → Cat(x) ⊕ Dog(x))
∀x (Dog(x) ∧ In(x, myHouse) → Bark(x))
∀x (¬Ghost(x))
∀x (Bark(x) ∧ Pet(x) ∧ In(x, myHouse) → ¬Dead(x))
∀x (Pet(x) ∧ In(x, myHouse) → Dead(x) ⊕ Alive(x))
Pet(jojo) ∧ InMyHouse(jojo)∧ ¬Alive(jojo)",Ghost(jojo),False,"All pets in my house are either cats or dogs.
All the dogs in my house bark.
Ghosts do not exist.
If some pet in my house barks, then it is not dead.
All of the pets in my house are either dead or alive.
Jojo is a pet in my house, and it is not alive.",Jojo is a ghost.,6
"∀x (Pet(x) ∧ In(x, myHouse) → Cat(x) ⊕ Dog(x))
∀x (Dog(x) ∧ In(x, myHouse) → Bark(x))
∀x (¬Ghost(x))
∀x (Bark(x) ∧ Pet(x) ∧ In(x, myHouse) → ¬Dead(x))
∀x (Pet(x) ∧ In(x, myHouse) → Dead(x) ⊕ Alive(x))
Pet(jojo) ∧ InMyHouse(jojo)∧ ¬Alive(jojo)",Cat(jojo) ∨ Ghost(jojo),True,"All pets in my house are either cats or dogs.
All the dogs in my house bark.
Ghosts do not exist.
If some pet in my house barks, then it is not dead.
All of the pets in my house are either dead or alive.
Jojo is a pet in my house, and it is not alive.",Jojo is a cat or a ghost.,6
"∀x (Pet(x) ∧ In(x, myHouse) → Cat(x) ⊕ Dog(x))
∀x (Dog(x) ∧ In(x, myHouse) → Bark(x))
∀x (¬Ghost(x))
∀x (Bark(x) ∧ Pet(x) ∧ In(x, myHouse) → ¬Dead(x))
∀x (Pet(x) ∧ In(x, myHouse) → Dead(x) ⊕ Alive(x))
Pet(jojo) ∧ InMyHouse(jojo)∧ ¬Alive(jojo)",Cat(jojo) ∨ Ghost(jojo) → Bark(jojo) ⊕ Dog(jojo),False,"All pets in my house are either cats or dogs.
All the dogs in my house bark.
Ghosts do not exist.
If some pet in my house barks, then it is not dead.
All of the pets in my house are either dead or alive.
Jojo is a pet in my house, and it is not alive.","If Jojo is a cat or a ghost, then Jojo either barks or is a dog.",6
"∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",Husky(fido),False,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.",Fido is a husky animal.,5
"∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",¬Husky(fido),True,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.",Fido is not a husky.,5
"∀x (Tiger(x) → Cat(x))
∀x (Cat(x) → ¬Dog(x))
∀x (BengalTiger(x) → Tiger(x))
∀x (Husky(x) → Dog(x))
BengalTiger(fido) ⊕ Cat(fido)",¬Dog(fido) ∧ ¬Husky(fido),True,"All tigers are cats.
No cats are dogs.
All Bengal tigers are tigers.
All huskies are dogs.
Fido is either a Bengal tiger or a cat.",Fido is neither a dog nor a husky.,5
"∀x ∀y ((SummerOlympicsIn(x,y) ∧ In(x, unitedStates)) → SummerOlympicsIn(x, unitedStates))
∀x ∀y ((In(x, y) ∧ In(y, unitedStates)) → In(x, unitedStates))
∀x ∀y ∀z ((In(x, z) ∧ State(z) ∧ SummerOlympicsIn(x,y)) → SummerOlympicsIn(z, y))
SummerOlympicsIn(losAngeles, yr2028)
In(losAngeles, california)
In(atlanta, unitedStates)
In(california, unitedStates)
In(atlanta, georgia)
¬InSummerOlympicsIn(boxing, yr2028) ∧ (¬InSummerOlympicsIn(modern_pentathlon, yr2028)) ∧ (¬InSummerOlympicsIn(weightlifting, yr2028))
SummerOlympicsIn(atlanta, yr1996)","SummerOlympicsIn(unitedStates, yr2028)",True,"If a city holds a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.
If a city is in a state in the US, the city is a US city.
If a city is in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.
The 2028 Summer Olympics is scheduled to take place in Los Angeles.
Los Angeles is a city in California.
Atlanta is a US city.
Atlanta is in Georgia.
California is a state in the United States.
Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.
Atlanta in the United States held the 1996 Summer Olympics.",The 2028 Summer Olympics will take place in the US.,10
"∀x ∀y ((SummerOlympicsIn(x,y) ∧ In(x, unitedStates)) → SummerOlympicsIn(x, unitedStates))
∀x ∀y ((In(x, y) ∧ In(y, unitedStates)) → In(x, unitedStates))
∀x ∀y ∀z ((In(x, z) ∧ State(z) ∧ SummerOlympicsIn(x,y)) → SummerOlympicsIn(z, y))
SummerOlympicsIn(losAngeles, yr2028)
In(losAngeles, california)
In(atlanta, unitedStates)
In(california, unitedStates)
In(atlanta, georgia)
¬InSummerOlympicsIn(boxing, yr2028) ∧ (¬InSummerOlympicsIn(modern_pentathlon, yr2028)) ∧ (¬InSummerOlympicsIn(weightlifting, yr2028))
SummerOlympicsIn(atlanta, yr1996)","¬SummerOlympicsIn(georgia, yr1996)",False,"If a city holds a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.
If a city is in a state in the US, the city is a US city.
If a city is in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.
The 2028 Summer Olympics is scheduled to take place in Los Angeles.
Los Angeles is a city in California.
Atlanta is a US city.
Atlanta is in Georgia.
California is a state in the United States.
Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.
Atlanta in the United States held the 1996 Summer Olympics.",The 1996 Summer Olympics is not in Georgia.,10
"Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)
LikePlayingWith(cat, taigaVole)
LiveIn(taigaVole, borealTaigaZone)
∀x ((LiveIn(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, coldPlace))","LikePlayingWith(cat, taigaVole)",True,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.",Cats like playing with taiga vole.,4
"Vole(taigaVole) ∧ LiveIn(taigaVole, northAmerica)
LikePlayingWith(cat, taigaVole)
LiveIn(taigaVole, borealTaigaZone)
∀x ((LiveIn(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, coldPlace))","¬LiveIn(taigaVole, coldPlace)",False,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.",Taiga vole's living place is not cold.,4
"∀x (Disease(x) → (Affects(x, female) ∨ Affects(x, male)) )
∀x (Affect(x, female) → ¬ProstateCancer(x))
∀x (ProstateCancer(x) ∨ NonProstateCancer(x)) 
∀x (Cancer(x) → ¬Without(x, mutation)) 
∀x (NonProstateCancer(x) → Cancer(x)) 
(Cancer(adenocarcinoma) ∨ Without(adenocarcinoma, mutation)) → (Affect(adenocarcinoma, female) ∨ Without(adenocarcinoma, mutation))","Affect(adenocarcinoma, men)",True,"A diseases affect females or males.
No women have prostate cancer.
A cancer is either prostate cancer or non-prostate cancer. 
No type of cancer is without mutations.
All non-prostate cancers are a type of cancer.
If adenocarcinoma is a type of cancer or without mutations or both, then adenocarcinoma is in women or without mutations or both.",Adenocarcinoma is a disease in women.,6
"∀x (Disease(x) → (Affects(x, female) ∨ Affects(x, male)) )
∀x (Affect(x, female) → ¬ProstateCancer(x))
∀x (ProstateCancer(x) ∨ NonProstateCancer(x)) 
∀x (Cancer(x) → ¬Without(x, mutation)) 
∀x (NonProstateCancer(x) → Cancer(x)) 
(Cancer(adenocarcinoma) ∨ Without(adenocarcinoma, mutation)) → (Affect(adenocarcinoma, female) ∨ Without(adenocarcinoma, mutation))","(Affect(adenocarcinoma, men) ∨ Without(adenocarcinoma, mutation)) → (NonProstateCancer(adenocarcinoma) ∧ Without(adenocarcinoma, mutation))",False,"A diseases affect females or males.
No women have prostate cancer.
A cancer is either prostate cancer or non-prostate cancer. 
No type of cancer is without mutations.
All non-prostate cancers are a type of cancer.
If adenocarcinoma is a type of cancer or without mutations or both, then adenocarcinoma is in women or without mutations or both.","If adenocarcinoma is a disease in women or without mutations, then adenocarcinoma is without mutations and a non-prostate cancer.",6
"∃x ∃y  (LabMonitor(x) ∧ AOC(x) ∧ (¬(x=y)) ∧ LabMonitor(y) ∧ AOC(y))
∀x (LabMonitor(x) → Discounted(x))
∀x (Discounted(x) → A1080p(x))
∀x (A1080p(x) → ¬TypeC(x))
LabMonitor(lg-34)",¬TypeC(lg-34),True,"Some monitors equipped in the lab are produced by the company named AOC. 
All monitors equipped in the lab are cheaper than their original prices. 
If a monitor is cheaper than its original price, then its resolution is 1080p. 
If a monitor has a resolution of 1080p, then it does not support the type-c port. 
LG34 is equipped in the lab.  ",LG34 machine does not support the type-c port.,5
"∃x ∃y  (LabMonitor(x) ∧ AOC(x) ∧ (¬(x=y)) ∧ LabMonitor(y) ∧ AOC(y))
∀x (LabMonitor(x) → Discounted(x))
∀x (Discounted(x) → A1080p(x))
∀x (A1080p(x) → ¬TypeC(x))
LabMonitor(lg-34)",¬A1080p(lg-34),False,"Some monitors equipped in the lab are produced by the company named AOC. 
All monitors equipped in the lab are cheaper than their original prices. 
If a monitor is cheaper than its original price, then its resolution is 1080p. 
If a monitor has a resolution of 1080p, then it does not support the type-c port. 
LG34 is equipped in the lab.  ",LG34 is not with a resolution of 1080p.,5
"∀x ((Fruit(x) ∧ SoldAt(x, nicasMarket)) → ShippedFrom(x, colombia))
∃x ∃y (Fruit(x) ∧ SoldIn(x, newHaven) ∧ ShippedFrom(x, mexico) ∧ (¬(x=y)) ∧ Fruit(y) ∧ SoldIn(y, newHaven) ∧ ShippedFrom(y, mexico))
∀x ((Fruit(x) ∧ ShippedFrom(x, colombia)) → ¬(SoldAt(x, localFarmersMarket)))
Fruit(avocado) ∧ (SoldAt(avocado, localFarmersMarket) ∨ SoldAt(avocado, nica'sMarket))
¬(ShippedFrom(avocado, colombia) ⊕ SoldIn(avocado, newHaven))","SoldAt(avocado, localFarmersMarket) ⊕ SoldIn(avocado, newHaven)",True,"All fruits sold at Nica's market are shipped from Colombia. 
Some fruits sold in New Haven are shipped from Mexico.
No fruits shipped from Colombia are sold at the local farmers market in New Haven. 
Avocados are a kind of fruit sold at the local farmers market in New Haven or at Nica's market. 
Avocados are either shipped from Colombia and sold in New Haven, or neither.",Avocados are either sold at the local farmers market in New Haven or are sold in New Haven.,5
"∀x ((Fruit(x) ∧ SoldAt(x, nicasMarket)) → ShippedFrom(x, colombia))
∃x ∃y (Fruit(x) ∧ SoldIn(x, newHaven) ∧ ShippedFrom(x, mexico) ∧ (¬(x=y)) ∧ Fruit(y) ∧ SoldIn(y, newHaven) ∧ ShippedFrom(y, mexico))
∀x ((Fruit(x) ∧ ShippedFrom(x, colombia)) → ¬(SoldAt(x, localFarmersMarket)))
Fruit(avocado) ∧ (SoldAt(avocado, localFarmersMarket) ∨ SoldAt(avocado, nica'sMarket))
¬(ShippedFrom(avocado, colombia) ⊕ SoldIn(avocado, newHaven))","SoldIn(avocado, newHaven) ⊕ SoldAt(x, nica'sMarket)",False,"All fruits sold at Nica's market are shipped from Colombia. 
Some fruits sold in New Haven are shipped from Mexico.
No fruits shipped from Colombia are sold at the local farmers market in New Haven. 
Avocados are a kind of fruit sold at the local farmers market in New Haven or at Nica's market. 
Avocados are either shipped from Colombia and sold in New Haven, or neither.",Avocados are either sold in New Haven or sold at Nica's market.,5
"∀x ((Fruit(x) ∧ SoldAt(x, nicasMarket)) → ShippedFrom(x, colombia))
∃x ∃y (Fruit(x) ∧ SoldIn(x, newHaven) ∧ ShippedFrom(x, mexico) ∧ (¬(x=y)) ∧ Fruit(y) ∧ SoldIn(y, newHaven) ∧ ShippedFrom(y, mexico))
∀x ((Fruit(x) ∧ ShippedFrom(x, colombia)) → ¬(SoldAt(x, localFarmersMarket)))
Fruit(avocado) ∧ (SoldAt(avocado, localFarmersMarket) ∨ SoldAt(avocado, nica'sMarket))
¬(ShippedFrom(avocado, colombia) ⊕ SoldIn(avocado, newHaven))","¬(SoldAt(avocado, localFarmersMarket) ∧ ShippedFrom(avocado, colombia)) → ¬SoldAt(avocado, localFarmersMarket) ∧ ¬SoldIn(avocado, newHaven)",False,"All fruits sold at Nica's market are shipped from Colombia. 
Some fruits sold in New Haven are shipped from Mexico.
No fruits shipped from Colombia are sold at the local farmers market in New Haven. 
Avocados are a kind of fruit sold at the local farmers market in New Haven or at Nica's market. 
Avocados are either shipped from Colombia and sold in New Haven, or neither.","If avocados are not both sold at the local farmers market in New Haven and shipped from Columbia, then they are neither sold at the local farmers market in New Haven nor in New Haven generally.",5
"∃x ∃y(Monitor(x) ∧ ProducedBy(x, aOC) ∧ In(x, library) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, aOC) ∧ In(y, library))
∀x ((Monitor(x) ∧ In(x, library)) → CheaperThan(x, dollars800))
∀x ((Monitor(x) ∧ CheaperThan(x, dollars800)) → ResolutionLessThan(x, p1080))
∀x ((Monitor(x) ∧ ResolutionLessThan(x, p1080)) → ¬Supports(x, type-CPort))
Supports(a-2017, type-CPort)","ProducedBy(a-2017, aOC) ∧ In(a-2017, library)",False,"Some monitors equipped in the library are produced by AOC. 
All monitors equipped in the library are cheaper than 800 dollars. 
All monitors cheaper than 800 dollars are with a resolution lower than 1080p. 
If a monitor has a resolution lower than 1080p, then it does not support the type-c port. 
A-2017 supports the type-c port. ",A-2017 is produced by AOC and equipped in the library.,5
"∃x ∃y(Monitor(x) ∧ ProducedBy(x, aOC) ∧ In(x, library) ∧ (¬(x=y)) ∧ Monitor(y) ∧ ProducedBy(y, aOC) ∧ In(y, library))
∀x ((Monitor(x) ∧ In(x, library)) → CheaperThan(x, dollars800))
∀x ((Monitor(x) ∧ CheaperThan(x, dollars800)) → ResolutionLessThan(x, p1080))
∀x ((Monitor(x) ∧ ResolutionLessThan(x, p1080)) → ¬Supports(x, type-CPort))
Supports(a-2017, type-CPort)","¬(ResolutionLessThan(a-2017, p1080) ⊕ ProducedBy(x, aOC)) → ¬(In(a-2017, library))",True,"Some monitors equipped in the library are produced by AOC. 
All monitors equipped in the library are cheaper than 800 dollars. 
All monitors cheaper than 800 dollars are with a resolution lower than 1080p. 
If a monitor has a resolution lower than 1080p, then it does not support the type-c port. 
A-2017 supports the type-c port. ","If either A-2017 is both with a resolution of 1080p and produced by AOC or it is neither, then it is not equipped in the library.",5
"Holds(suduva, theLithuanianSuperCup)
SoccerTeam(suduva)","∃x (SoccerTeam(x) ∧ Holds(x, theLithuanianSuperCup))",True,"Sūduva Marijampolė holds the Lithuanian Super Cup.
Sūduva Marijampolė is a soccer team.",Some soccer team holds the Lithuanian Super Cup.,2
"Village(ainderbyQuernhow) ∧ CivilParish(ainderbyQuernhow) ∧ In(ainderbyQuernhow, hambletonDistrict)
In(hambletonDistrict, northYorkshire)
In(northYorkshire, england)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","∃x (Village(x) ∧ In(x, england))",True,"Ainderby Quernhow is a village and civil parish in the Hambleton District.
Hambleton District is in North Yorkshire.
North Yorkshire is in England.
If place A is located in place B and place B is located in place C, then place A is located in place C.",There is a village in England.,4
"Village(ainderbyQuernhow) ∧ CivilParish(ainderbyQuernhow) ∧ In(ainderbyQuernhow, hambletonDistrict)
In(hambletonDistrict, northYorkshire)
In(northYorkshire, england)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))","¬(∃x (CivilParish(x) ∧ In(x, england)))",False,"Ainderby Quernhow is a village and civil parish in the Hambleton District.
Hambleton District is in North Yorkshire.
North Yorkshire is in England.
If place A is located in place B and place B is located in place C, then place A is located in place C.",There is no civil parish in England.,4
"Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)
About(theSalmonOfDoubt, lifeExperience) ∧ About(theSalmonOfDoubt, technology)
∀x (Author(x) → Writer(x))
∀x (Writer(x) → Create(x, innovativeIdea))
∃x ∃y (Contain(x, innovativeIdea) ∧ About(x, technology) ∧ (¬(x=y)) ∧ (Contain(y, innovativeIdea) ∧ About(y, technology)))",Writer(douglasAdams),True,"Douglas Adams is an author who created the book collection called The Salmon of Doubt. 
The Salmon of Doubt is about life experiences and technology.
All authors are writers.
Writers create innovative ideas.
Some books that contain innovative ideas are about technology.",Douglas Adams is a writer.,5
"Author(douglasAdams) ∧ Authored(douglasAdams, theSalmonOfDoubt) ∧ Book(theSalmonOfDoubt)
About(theSalmonOfDoubt, lifeExperience) ∧ About(theSalmonOfDoubt, technology)
∀x (Author(x) → Writer(x))
∀x (Writer(x) → Create(x, innovativeIdea))
∃x ∃y (Contain(x, innovativeIdea) ∧ About(x, technology) ∧ (¬(x=y)) ∧ (Contain(y, innovativeIdea) ∧ About(y, technology)))","Create(douglasAdams, innovativeIdea)",True,"Douglas Adams is an author who created the book collection called The Salmon of Doubt. 
The Salmon of Doubt is about life experiences and technology.
All authors are writers.
Writers create innovative ideas.
Some books that contain innovative ideas are about technology.",Douglas Adams created innovative ideas.,5
