answer,depth,len,used_facts,used_rules,premise,hypothesis,count_rules
True,3,4,"[array(['The rabbit needs the tiger.'], dtype=object)]","[array(['If something needs the tiger then it is round.',
        'If the rabbit is round then the rabbit is kind.',
        'If the rabbit is kind then the rabbit likes the tiger.'],
       dtype=object)                                              ]",The rabbit needs the tiger. The rabbit needs the cat. The tiger is nice. The cat visits the tiger. The tiger is red. The cat needs the rabbit. The cat is round.  If something is red then it is round. If something needs the tiger then it is round. If something is red then it visits the rabbit. If the rabbit is kind then the rabbit likes the tiger. If something needs the tiger then it needs the cat. If the rabbit is round then the rabbit is kind. ,The rabbit likes the tiger.,3
True,3,5,"[array(['Bob is smart.', 'Bob is kind.'], dtype=object)]","[array(['If Bob is smart then Bob is young.', 'Young things are blue.',
        'If something is blue and kind then it is cold.'], dtype=object)]","Charlie is nice. Erin is nice. Bob is rough. Charlie is young. Erin is kind. Bob is kind. Charlie is cold. Bob is smart. Erin is young. Erin is blue. Charlie is kind. Charlie is rough.  If something is blue and kind then it is cold. Cold, kind things are nice. Young things are blue. If something is young then it is rough. If Bob is smart then Bob is young. Cold, nice things are rough. ",Bob is cold.,3
False,3,6,"[array(['The mouse likes the cow.', 'The cow chases the bear.',
        'The cow chases the bear.'], dtype=object)
 array(['The bear likes the cow.', 'The cow chases the bear.',
        'The cow chases the bear.'], dtype=object)            ]","[array(['If someone chases the bear then they see the mouse.',
        'If someone likes the cow and the cow sees the mouse then the cow chases the mouse.',
        'If someone chases the mouse and they chase the bear then the mouse is not kind.'],
       dtype=object)
 array(['If someone chases the bear then they see the mouse.',
        'If someone likes the cow and the cow sees the mouse then the cow chases the mouse.',
        'If someone chases the mouse and they chase the bear then the mouse is not kind.'],
       dtype=object)                                                                         ]",The mouse sees the cow. The mouse likes the cow. The bear does not chase the cow. The bear likes the cow. The cow chases the bear. The cow is big. The bear sees the mouse. The mouse is blue. The bear is kind. The mouse is green. The mouse likes the bear. The mouse sees the bear. The cow does not like the bear. The mouse is rough. The bear likes the mouse. The bear is green.  If someone likes the cow and they see the mouse then the mouse chases the cow. If the cow chases the bear then the bear is green. If someone likes the mouse and they are big then they chase the mouse. If someone likes the mouse and they are big then the mouse sees the cow. If someone chases the mouse and they chase the bear then the mouse is not kind. If someone chases the mouse and the mouse likes the bear then the bear does not see the cow. If someone chases the bear then they see the mouse. If someone likes the cow and the cow sees the mouse then the cow chases the mouse. ,The mouse is kind.,3
True,3,5,"[array(['Erin is young.', 'Erin is quiet.'], dtype=object)]","[array(['All young people are big.', 'All big people are cold.',
        'Cold, quiet people are not smart.'], dtype=object)     ]","Erin is quiet. Harry is cold. Fiona is kind. Harry is furry. Harry is young. Fiona is furry. Harry is big. Fiona is not smart. Gary is smart. Harry is not kind. Fiona is quiet. Erin is young. Fiona is big. Fiona is cold. Harry is quiet.  All young people are big. If someone is smart and not quiet then they are cold. If Gary is not young then Gary is not quiet. Quiet, furry people are big. All smart people are big. Cold, quiet people are not smart. All big people are cold. If Fiona is quiet and Fiona is cold then Fiona is not smart. ",Erin is not smart.,3
False,3,5,"[array(['The cat chases the mouse.', 'The lion visits the cat.'],
       dtype=object)                                             ]","[array(['If the cat chases the mouse then the mouse chases the lion.',
        'If someone chases the lion and the lion visits the cat then the cat is kind.',
        'If someone is kind then they chase the cat.'], dtype=object)                  ]",The lion visits the cat. The cat is cold. The mouse likes the cat. The mouse likes the lion. The mouse visits the cat. The cat likes the mouse. The cow is big. The lion is cold. The cat chases the mouse. The cow chases the mouse. The lion is young. The lion is blue. The mouse is cold. The lion visits the mouse.  If someone is kind then they chase the lion. If someone is kind then they chase the cat. If someone visits the cow then they visit the cat. If the cat chases the mouse then the mouse chases the lion. If someone chases the lion and the lion visits the cat then the cat is kind. If someone chases the lion then they visit the cow. If someone visits the cat and the cat chases the cow then they are kind. If someone is big and they chase the lion then the lion likes the cat. ,The cat does not chase the cat.,3
True,3,4,"[array(['Harry is blue.'], dtype=object)]","[array(['All blue things are young.',
        'If Harry is young then Harry is nice.',
        'If something is nice then it is white.'], dtype=object)]",Charlie is not young. Harry is blue. Anne is big.  If Harry is young then Harry is nice. If something is nice then it is white. All blue things are young. If something is white and big then it is young. If Charlie is not kind then Charlie is not white. If Harry is blue and Harry is kind then Harry is cold. ,Harry is white.,3
True,3,6,"[array(['Harry is smart.', 'Harry is smart.'], dtype=object)]","[array(['Smart people are green.', 'Green people are nice.',
        'Smart people are green.', 'Nice, green people are round.'],
       dtype=object)                                                ]","Erin is cold. Gary is cold. Fiona is round. Gary is round. Gary is green. Gary is smart. Gary is quiet. Harry is smart. Erin is blue. Erin is smart.  If Harry is blue and Harry is smart then Harry is quiet. If someone is blue then they are green. Green people are nice. Smart people are green. If someone is blue then they are smart. Nice, green people are round. Nice, round people are blue. ",Harry is round.,3
False,3,6,"[array(['Anne is kind.', 'Anne is kind.'], dtype=object)]","[array(['If something is kind then it is green.',
        'If something is green then it is rough.',
        'If something is kind then it is green.',
        'If something is rough and green then it is red.'], dtype=object)]","Erin is white. Anne is kind. Erin is green. Fiona is kind. Erin is big. Charlie is not big. Charlie is not green. Fiona is green. Fiona is quiet. Charlie is white. Fiona is red. Fiona is white.  If something is rough and green then it is red. If Erin is red then Erin is green. Quiet, green things are big. If Erin is big and Erin is red then Erin is kind. If something is green then it is rough. All red, rough things are quiet. If something is quiet and not red then it is not white. All rough things are green. If something is kind then it is green. ",Anne is not red.,3
False,3,6,"[array(['Anne is nice.', 'Anne is nice.'], dtype=object)]","[array(['If someone is nice then they are smart.',
        'All smart people are blue.',
        'If someone is nice then they are smart.',
        'Blue, smart people are furry.'], dtype=object)]","Charlie is nice. Bob is big. Bob is blue. Charlie is young. Charlie is big. Fiona is furry. Charlie is cold. Anne is nice. Bob is cold. Fiona is young.  All blue, cold people are big. All smart, big people are nice. If someone is furry and nice then they are cold. Blue, smart people are furry. If someone is nice then they are smart. Furry, cold people are smart. If Bob is blue and Bob is big then Bob is cold. Cold people are big. All smart people are blue. ",Anne is not furry.,3
True,3,4,"[array(['Dave is cold.'], dtype=object)
 array(['Dave is cold.', 'Dave is cold.'], dtype=object)]","[array(['Cold people are rough.', 'All rough people are big.',
        'Big people are smart.'], dtype=object)
 array(['Cold people are rough.', 'Cold people are rough.',
        'All rough people are big.', 'All rough, big people are smart.'],
       dtype=object)                                                     ]","Erin is cold. Charlie is smart. Harry is young. Erin is kind. Harry is big. Harry is kind. Harry is nice. Erin is rough. Dave is cold. Harry is rough.  Big people are smart. Cold people are rough. All rough, big people are smart. All young people are kind. Nice, young people are kind. Cold, big people are nice. All rough people are big. Rough, nice people are young. ",Dave is smart.,3
True,3,4,"[array(['The bald eagle needs the rabbit.'], dtype=object)]","[array(['If something needs the rabbit then it likes the rabbit.',
        'If something likes the rabbit then it eats the mouse.',
        'If something eats the mouse then the mouse needs the rabbit.'],
       dtype=object)                                                    ]",The bald eagle likes the mouse. The tiger needs the mouse. The bald eagle needs the rabbit. The tiger likes the bald eagle. The bald eagle is young. The rabbit needs the mouse. The mouse needs the bald eagle. The bald eagle eats the tiger. The mouse is kind. The tiger is round. The rabbit is young.  If something eats the mouse then the mouse needs the rabbit. If the mouse eats the rabbit then the mouse eats the bald eagle. If something likes the rabbit then it eats the mouse. If something needs the rabbit then it likes the rabbit. All kind things are round. ,The mouse needs the rabbit.,3
False,3,4,"[array(['The cat is nice.'], dtype=object)]","[array(['If something is nice then it likes the squirrel.',
        'If something likes the squirrel then it visits the squirrel.',
        'If something visits the squirrel then it visits the cat.'],
       dtype=object)                                                   ]",The squirrel likes the dog. The squirrel is cold. The dog is cold. The dog visits the cat. The cat is nice. The dog likes the cat. The cat needs the squirrel. The dog needs the cat. The dog needs the squirrel. The dog visits the squirrel. The cat is green. The cat visits the dog.  If something visits the squirrel then it visits the cat. If something likes the squirrel then it visits the squirrel. If something is nice then it likes the squirrel. ,The cat does not visit the cat.,3
True,3,5,"[array(['The rabbit eats the cat.', 'The bear eats the rabbit.'],
       dtype=object)                                             ]","[array(['If something eats the cat then the cat needs the bear.',
        'If something needs the bear then it eats the bear.',
        'If something eats the bear and the bear eats the rabbit then it likes the cat.'],
       dtype=object)                                                                      ]",The bear likes the rabbit. The rabbit is cold. The cat likes the bear. The bear is kind. The bear eats the rabbit. The cat likes the rabbit. The rabbit eats the cat.  If something eats the cat then the cat needs the bear. If something eats the bear and the bear eats the rabbit then it likes the cat. If something needs the bear then it eats the bear. ,The cat likes the cat.,3
False,3,6,"[array(['The cow visits the mouse.', 'The cow visits the squirrel.',
        'The mouse visits the cow.'], dtype=object)                 ]","[array(['If something visits the mouse and it visits the squirrel then the mouse likes the cow.',
        'If something likes the cow and it visits the cow then it is big.',
        'If something is big then it is blue.'], dtype=object)                                   ]",The squirrel visits the cow. The cow does not like the mouse. The cow visits the squirrel. The cow visits the mouse. The squirrel is blue. The cow does not eat the mouse. The cow is big. The bear likes the cow. The squirrel is not green. The squirrel visits the bear. The cow likes the bear. The cow is blue. The cow eats the squirrel. The cow is round. The mouse visits the cow. The squirrel likes the mouse.  If something is green and it does not visit the mouse then it visits the cow. If something visits the mouse and it visits the squirrel then the mouse likes the cow. If something likes the cow and it visits the cow then it is big. If something is big then it is blue. If something visits the squirrel and the squirrel does not visit the bear then the squirrel is blue. If the bear likes the cow and the bear does not eat the squirrel then the bear likes the mouse. If something likes the cow and the cow likes the bear then the cow does not eat the mouse. If the cow visits the squirrel and the cow does not like the mouse then the squirrel eats the cow. ,The mouse is not blue.,3
False,3,5,"[array(['Charlie is furry.', 'Charlie is kind.'], dtype=object)]","[array(['All furry things are cold.',
        'If something is cold and kind then it is white.',
        'If Charlie is white then Charlie is green.'], dtype=object)]","Dave is cold. Dave is smart. Gary is white. Bob is white. Gary is red. Charlie is furry. Charlie is kind.  If something is cold and kind then it is white. All furry things are cold. Green, furry things are smart. White things are kind. If Bob is kind and Bob is furry then Bob is smart. If Charlie is white then Charlie is green. Cold, smart things are red. ",Charlie is not green.,3
False,3,5,"[array(['Bob is quiet.', 'Bob is quiet.'], dtype=object)]","[array(['Quiet people are white.', 'White people are nice.',
        'All nice, quiet people are kind.'], dtype=object)  ]","Gary is nice. Bob is quiet. Fiona is nice. Charlie is young. Gary is young. Bob is young. Fiona is round. Gary is green. Charlie is quiet. Gary is quiet. Fiona is quiet. Fiona is white.  All nice, quiet people are kind. All green, young people are nice. If someone is kind and white then they are green. All green, white people are nice. If someone is quiet and green then they are kind. All green, white people are round. White people are nice. Quiet people are young. Quiet people are white. ",Bob is not kind.,3
True,3,6,"[array(['Anne is cold.', 'Anne is cold.'], dtype=object)]","[array(['All cold things are rough.', 'All cold things are rough.',
        'If something is rough then it is nice.',
        'All rough, nice things are young.'], dtype=object)        ]","Charlie is nice. Dave is nice. Anne is cold. Bob is rough. Charlie is young. Bob is nice. Dave is cold. Anne is furry. Charlie is cold. Charlie is round. Charlie is red. Dave is furry. Charlie is furry. Bob is round. Bob is red.  All cold things are rough. If something is rough then it is nice. All rough, nice things are young. ",Anne is young.,3
True,3,6,"[array(['The cow is big.', 'The cow is big.', 'The mouse sees the cow.'],
       dtype=object)                                                     ]","[array(['If someone is big then they see the bald eagle.',
        'If someone is big and they see the bald eagle then they need the mouse.',
        'If the cow needs the mouse and the mouse sees the cow then the mouse is big.'],
       dtype=object)                                                                    ]",The mouse eats the cow. The mouse sees the cow. The tiger needs the mouse. The tiger eats the cow. The bald eagle needs the cow. The bald eagle sees the cow. The cow needs the tiger. The mouse sees the tiger. The tiger needs the bald eagle. The cow is big. The mouse is blue. The mouse needs the bald eagle. The cow needs the bald eagle. The bald eagle needs the tiger. The mouse is cold. The tiger needs the cow.  If someone is big and they see the bald eagle then they need the mouse. If someone needs the tiger then they are red. If someone sees the mouse and they see the bald eagle then the bald eagle needs the tiger. If someone is big then they see the bald eagle. If the mouse needs the bald eagle and the bald eagle needs the cow then the mouse needs the cow. If someone eats the mouse then they see the cow. If the cow needs the mouse and the mouse sees the cow then the mouse is big. ,The mouse is big.,3
False,3,4,"[array(['The squirrel is blue.'], dtype=object)]","[array(['If something is blue then it chases the squirrel.',
        'If something chases the squirrel then it eats the squirrel.',
        'If something eats the squirrel then it likes the squirrel.'],
       dtype=object)                                                  ]",The dog chases the squirrel. The squirrel eats the dog. The squirrel likes the dog. The dog is young. The dog is cold. The squirrel is blue. The squirrel chases the dog. The squirrel is cold. The squirrel is red. The dog likes the squirrel. The dog eats the squirrel. The dog is red. The squirrel is young. The dog is blue. The squirrel is nice.  If the squirrel chases the dog and the dog is young then the squirrel is red. If something likes the squirrel and the squirrel is nice then it chases the squirrel. If something eats the squirrel then it likes the squirrel. If something chases the squirrel then it eats the squirrel. If something is blue then it chases the squirrel. If the dog eats the squirrel and the squirrel is red then the squirrel eats the dog. ,The squirrel does not like the squirrel.,3
True,3,4,"[array(['The tiger visits the bald eagle.'], dtype=object)]","[array(['If something visits the bald eagle then it is big.',
        'If something is big then it needs the squirrel.',
        'If something needs the squirrel then it is green.'], dtype=object)]",The tiger is cold. The squirrel is kind. The squirrel visits the bald eagle. The lion visits the tiger. The lion is not cold. The squirrel likes the tiger. The bald eagle visits the lion. The squirrel does not need the lion. The tiger visits the bald eagle. The squirrel is young. The lion does not like the tiger. The bald eagle needs the lion.  If something needs the squirrel then it is green. If something visits the squirrel and it visits the lion then it needs the squirrel. If something is young then it needs the tiger. If something is big then it needs the squirrel. If something visits the bald eagle then it is big. If something is big and it visits the lion then the lion needs the squirrel. If the squirrel is big and the squirrel does not like the tiger then the tiger is not big. Green things are young. ,The tiger is green.,3
True,3,6,"[array(['Bob is big.', 'Bob is big.', 'Bob is rough.'], dtype=object)]","[array(['All rough things are smart.',
        'If something is big and smart then it is young.',
        'Big, young things are white.'], dtype=object)    ]","Dave is white. Bob is big. Fiona is nice. Dave is nice. Bob is rough. Anne is smart. Fiona is young. Dave is rough. Fiona is white. Dave is big.  All white things are nice. If Fiona is blue and Fiona is big then Fiona is rough. Nice things are white. If something is nice and white then it is blue. Rough, blue things are nice. If something is big and smart then it is young. Big, young things are white. All rough things are smart. ",Bob is white.,3
True,3,5,"[array(['Gary is nice.', 'Gary is red.'], dtype=object)
 array(['Gary is nice.', 'Gary is rough.'], dtype=object)]","[array(['All red things are smart.',
        'If something is nice and smart then it is quiet.',
        'All quiet things are kind.'], dtype=object)
 array(['If something is rough then it is red.',
        'All red things are smart.',
        'If something is nice and smart then it is quiet.',
        'All quiet things are kind.'], dtype=object)       ]","Gary is nice. Bob is quiet. Bob is rough. Bob is nice. Gary is rough. Bob is kind. Bob is smart. Bob is furry. Gary is red. Bob is red.  If something is rough then it is red. All quiet things are kind. If Bob is quiet and Bob is furry then Bob is red. Quiet, kind things are nice. If something is furry and red then it is smart. All quiet, red things are rough. If something is nice and smart then it is quiet. All red things are smart. ",Gary is kind.,3
False,3,4,"[array(['Erin is young.'], dtype=object)]","[array(['Young people are nice.',
        'If someone is nice then they are quiet.',
        'All quiet people are blue.'], dtype=object)]","Gary is nice. Charlie is smart. Charlie is young. Gary is young. Anne is smart. Anne is nice. Erin is young.  Big people are smart. If someone is nice then they are quiet. Kind people are smart. All smart people are big. If Erin is big and Erin is not young then Erin is blue. If someone is big then they are young. Young, quiet people are kind. All quiet people are blue. Young people are nice. ",Erin is not blue.,3
True,3,5,"[array(['The dog visits the cow.', 'The cow needs the dog.'], dtype=object)]","[array(['If something needs the dog then it is big.',
        'If something is big then it visits the dog.',
        'If something visits the cow and the cow visits the dog then it needs the cow.'],
       dtype=object)                                                                     ]",The bald eagle is rough. The cow needs the dog. The bald eagle needs the cow. The dog is big. The bald eagle is green. The bald eagle likes the dog. The bald eagle likes the cow. The bald eagle needs the bear. The bear is young. The dog likes the bear. The dog visits the cow.  If something visits the cow and the cow visits the dog then it needs the cow. If something needs the dog then it is big. If something likes the cow and the cow is green then the cow likes the bald eagle. If something is big and it needs the cow then the cow is green. If something likes the bear then the bear is young. If something is big then it visits the dog. If something likes the bear and the bear likes the dog then it visits the cow. ,The dog needs the cow.,3
True,3,4,"[array(['The squirrel chases the dog.'], dtype=object)]","[array(['If the squirrel chases the dog then the squirrel visits the rabbit.',
        'If someone visits the rabbit then the rabbit is kind.',
        'All kind people are round.'], dtype=object)                          ]",The squirrel chases the dog. The tiger chases the rabbit. The dog is cold. The rabbit likes the tiger.  All kind people are round. If someone visits the tiger and they are nice then they are cold. If the rabbit is cold then the rabbit is nice. If someone visits the rabbit then the rabbit is kind. If the squirrel chases the dog then the squirrel visits the rabbit. If someone is round and nice then they chase the tiger. ,The rabbit is round.,3
True,3,7,"[array(['Erin is green.', 'Erin is green.', 'Erin is green.'], dtype=object)]","[array(['If something is green then it is kind.',
        'All green, kind things are quiet.',
        'If something is green then it is kind.',
        'All quiet, kind things are cold.'], dtype=object)]","Dave is blue. Erin is not blue. Harry is red. Charlie is furry. Erin is green. Charlie is blue. Charlie is kind.  Kind, red things are green. All green, kind things are quiet. If something is green then it is kind. If Dave is kind and Dave is red then Dave is quiet. If something is red and not kind then it is blue. If something is blue and not green then it is furry. Blue, kind things are furry. All quiet, kind things are cold. ",Erin is cold.,3
True,3,5,"[array(['Harry is red.', 'Harry is rough.'], dtype=object)
 array(['Harry is red.', 'Harry is red.'], dtype=object)]","[array(['If someone is red then they are quiet.',
        'Quiet people are smart.',
        'If someone is smart and rough then they are big.'], dtype=object)
 array(['If someone is red then they are quiet.',
        'Quiet people are smart.',
        'If someone is red then they are quiet.',
        'Quiet people are smart.', 'All smart people are rough.',
        'If someone is smart and rough then they are big.'], dtype=object)]","Fiona is rough. Dave is smart. Dave is quiet. Dave is red. Fiona is furry. Charlie is quiet. Harry is red. Harry is rough. Fiona is red. Dave is kind.  If someone is rough and furry then they are smart. All big people are quiet. All smart people are rough. If Fiona is furry then Fiona is red. All smart, furry people are red. If someone is red then they are quiet. Quiet people are smart. If someone is big then they are furry. If someone is smart and rough then they are big. ",Harry is big.,3
False,3,5,"[array(['Harry is furry.', 'Harry is kind.'], dtype=object)
 array(['Harry is white.', 'Harry is kind.'], dtype=object)
 array(['Harry is kind.', 'Harry is kind.'], dtype=object)]","[array(['Kind people are round.',
        'If someone is round then they are rough.',
        'Furry, rough people are green.'], dtype=object)
 array(['White people are furry.', 'Kind people are round.',
        'If someone is round then they are rough.',
        'Furry, rough people are green.'], dtype=object)
 array(['Kind people are round.',
        'If someone is round then they are rough.',
        'Rough people are furry.', 'Kind people are round.',
        'If someone is round then they are rough.',
        'Furry, rough people are green.'], dtype=object)    ]","Harry is cold. Harry is furry. Gary is cold. Gary is white. Gary is rough. Bob is kind. Harry is kind. Gary is green. Charlie is round. Charlie is green. Harry is white. Charlie is kind.  Kind people are round. If someone is round then they are rough. Rough people are furry. Furry, rough people are green. If someone is rough and green then they are white. White people are furry. If Bob is white then Bob is cold. ",Harry is not green.,3
False,3,5,"[array(['Dave is furry.', 'Dave is furry.'], dtype=object)
 array(['Dave is furry.', 'Dave is furry.', 'Dave is furry.'], dtype=object)]","[array(['If something is furry then it is red.',
        'All red things are green.',
        'If something is furry and green then it is rough.'], dtype=object)
 array(['If something is furry then it is red.',
        'All red, furry things are green.',
        'If something is furry and green then it is rough.'], dtype=object)]","Dave is white. Charlie is smart. Bob is rough. Dave is quiet. Dave is smart. Gary is rough. Bob is not quiet. Charlie is red. Dave is furry. Gary is red. Charlie is white. Charlie is rough.  Green things are smart. If something is quiet and not white then it is smart. If something is furry then it is red. If something is furry and green then it is rough. If something is rough and not quiet then it is white. All red things are green. If something is white then it is smart. All red, furry things are green. ",Dave is not rough.,3
False,3,5,"[array(['The mouse chases the dog.', 'The mouse is cold.'], dtype=object)]","[array(['If something is cold then it chases the mouse.',
        'If something chases the dog and it chases the mouse then it sees the mouse.',
        'If something sees the mouse then it needs the mouse.'],
       dtype=object)                                                                  ]",The mouse sees the dog. The dog is cold. The dog sees the mouse. The dog needs the mouse. The dog is nice. The dog chases the mouse. The mouse is nice. The mouse is red. The dog is kind. The dog is rough. The mouse is rough. The mouse is kind. The dog is red. The mouse needs the dog. The mouse is cold. The mouse chases the dog.  If something is cold then it chases the mouse. If something sees the dog then the dog is rough. If the dog sees the mouse and the mouse is kind then the dog needs the mouse. If something chases the dog and it chases the mouse then it sees the mouse. If something is red then it needs the dog. If something sees the mouse then it needs the mouse. ,The mouse does not need the mouse.,3
False,3,4,"[array(['The cow visits the mouse.'], dtype=object)
 array(['The cat visits the mouse.'], dtype=object)]","[array(['If someone visits the mouse then they are cold.',
        'If someone is cold then they visit the bear.',
        'If someone visits the bear then the bear visits the mouse.'],
       dtype=object)
 array(['If someone visits the mouse then they are cold.',
        'If someone is cold then they visit the bear.',
        'If someone visits the bear then the bear visits the mouse.'],
       dtype=object)                                                  ]",The cow eats the bear. The cat eats the bear. The cat visits the mouse. The cow sees the cat. The cow visits the mouse. The mouse visits the cat. The mouse is kind. The bear eats the cow. The cow is big. The mouse eats the bear. The cat sees the cow. The cat eats the cow. The mouse sees the cat. The mouse eats the cat. The cat is kind. The mouse visits the cow.  If someone visits the cat and the cat eats the mouse then they eat the cow. If the cow eats the cat then the cat is big. If someone visits the mouse then they are cold. If someone visits the bear then the bear visits the mouse. If someone sees the cow then they eat the mouse. If someone sees the bear and they are rough then they see the cow. If someone is cold then they visit the bear. If someone eats the cat and they are cold then the cat visits the bear. If someone visits the mouse then the mouse sees the cow. ,The bear does not visit the mouse.,3
False,3,6,"[array(['The rabbit is blue.', 'The rabbit is blue.'], dtype=object)]","[array(['All blue people are nice.', 'All blue people are nice.',
        'All nice people are red.', 'All nice, red people are cold.'],
       dtype=object)                                                  ]","The rabbit is blue.  All nice people are red. All nice, red people are cold. All blue people are nice. If someone is young then they are red. Blue people are not young. All young people are not cold. ",The rabbit is not cold.,3
False,3,5,"[array(['The dog is blue.', 'The dog needs the rabbit.'], dtype=object)]","[array(['If something is blue then it visits the lion.',
        'If something visits the lion then it sees the bear.',
        'If something sees the bear and it needs the rabbit then the rabbit is young.'],
       dtype=object)                                                                    ]",The rabbit sees the bear. The dog is young. The dog visits the rabbit. The bear is cold. The lion is kind. The dog needs the rabbit. The bear is young. The dog visits the bear. The bear is kind. The lion needs the bear. The dog is blue. The bear visits the dog.  If something visits the lion then it sees the bear. If something needs the dog then it sees the lion. If the dog needs the bear and the bear needs the lion then the bear visits the dog. If something sees the bear and it needs the rabbit then the rabbit is young. If something is blue then it visits the lion. If something needs the rabbit and the rabbit visits the bear then it visits the lion. ,The rabbit is not young.,3
False,3,6,"[array(['The tiger is nice.', 'The tiger chases the rabbit.',
        'The rabbit chases the tiger.'], dtype=object)       ]","[array(['If someone is nice and they chase the rabbit then the rabbit is nice.',
        'If someone is nice and they chase the tiger then they are blue.',
        'If someone is blue then they eat the cat.'], dtype=object)             ]",The cat is red. The lion is nice. The tiger chases the cat. The lion sees the cat. The cat chases the tiger. The lion sees the rabbit. The rabbit sees the tiger. The rabbit chases the tiger. The lion sees the tiger. The lion is red. The tiger chases the rabbit. The tiger is nice.  If the rabbit eats the tiger then the tiger is nice. If someone is nice and they chase the tiger then they are blue. If someone is blue then they eat the cat. If someone is nice and they chase the rabbit then the rabbit is nice. If the lion eats the cat and the lion chases the rabbit then the cat is kind. If someone is red and they eat the rabbit then they are blue. If someone is rough then they see the cat. If someone eats the cat and they are kind then they see the tiger. If someone eats the cat then the cat is blue. ,The rabbit does not eat the cat.,3
False,3,5,"[array(['Fiona is nice.', 'Fiona is nice.'], dtype=object)]","[array(['All nice things are green.', 'All green things are kind.',
        'All nice, kind things are rough.'], dtype=object)         ]","Bob is quiet. Fiona is nice. Bob is blue. Anne is not green. Dave is not blue. Anne is rough. Fiona is not blue.  If something is green and rough then it is not blue. All nice things are green. All blue, nice things are not rough. All rough things are not white. All nice, kind things are rough. All green things are kind. If something is white then it is green. If something is nice and not white then it is quiet. Blue things are not nice. ",Fiona is not rough.,3
True,3,4,"[array(['The rabbit is round.'], dtype=object)]","[array(['All round things are young.',
        'If the rabbit is young then the rabbit is rough.',
        'All rough things are cold.'], dtype=object)       ]","The rabbit is round.  Cold things are rough. All rough things are cold. All red things are round. All young things are round. All round things are young. All red, cold things are round. If the rabbit is young then the rabbit is rough. Rough things are red. ",The rabbit is cold.,3
False,3,4,"[array(['Dave is blue.'], dtype=object)]","[array(['All blue things are red.', 'Red things are round.',
        'If something is round then it is rough.'], dtype=object)]","Dave is blue. Erin is red. Anne is kind. Anne is round. Erin is quiet. Anne is red. Charlie is quiet. Charlie is red. Charlie is blue. Erin is smart.  If something is round then it is rough. All blue things are red. Smart things are kind. If something is rough then it is kind. If Dave is kind and Dave is rough then Dave is quiet. Red things are round. All kind, blue things are round. ",Dave is not rough.,3
False,3,5,"[array(['The cat is nice.', 'The cat needs the dog.'], dtype=object)]","[array(['If someone needs the dog then they are green.',
        'If someone is nice and green then they are round.',
        'If someone is round then they eat the tiger.'], dtype=object)]",The bear eats the tiger. The dog needs the bear. The cat is nice. The dog needs the cat. The bear eats the cat. The tiger is nice. The dog does not need the tiger. The bear is nice. The dog does not eat the cat. The cat needs the dog.  If someone needs the dog then they are green. If someone eats the bear and the bear eats the dog then the dog needs the tiger. If someone is round and they chase the bear then they chase the tiger. If someone is rough and they eat the dog then they chase the tiger. If someone is round then they eat the tiger. If someone is nice and green then they are round. If someone chases the cat and the cat needs the dog then the cat is nice. If someone eats the tiger and they do not need the tiger then they chase the cat. ,The cat does not eat the tiger.,3
False,3,4,"[array(['Erin is green.'], dtype=object)
 array(['Erin is green.'], dtype=object)]","[array(['All green people are big.',
        'If someone is big then they are rough.',
        'All rough people are not cold.'], dtype=object)
 array(['All green people are big.', 'All big people are rough.',
        'All rough people are not cold.'], dtype=object)         ]","Erin is green. Fiona is white.  If someone is big then they are rough. All green people are big. All rough people are not cold. White, blue people are big. If someone is cold and not green then they are rough. All nice people are not rough. If someone is nice then they are not big. All big people are rough. ",Erin is cold.,3
True,3,4,"[array(['Erin is smart.'], dtype=object)]","[array(['If something is smart then it is rough.',
        'All rough things are cold.', 'Cold things are young.'],
       dtype=object)                                            ]","Dave is smart. Bob is cold. Erin is smart.  Cold things are young. All rough things are cold. If something is smart then it is big. Smart, quiet things are white. If something is smart then it is rough. If Dave is quiet and Dave is young then Dave is white. ",Erin is young.,3
True,3,4,"[array(['The bald eagle chases the squirrel.'], dtype=object)
 array(['The tiger chases the squirrel.'], dtype=object)]","[array(['If something chases the squirrel then it eats the tiger.',
        'If something eats the tiger then the tiger is young.',
        'If something is young then it eats the squirrel.'], dtype=object)
 array(['If something chases the squirrel then it eats the tiger.',
        'If something eats the tiger then the tiger is young.',
        'If something is young then it eats the squirrel.'], dtype=object)]",The bald eagle chases the squirrel. The squirrel is blue. The cat is rough. The cat is young. The cat eats the squirrel. The tiger chases the squirrel. The cat does not see the bald eagle.  If the cat sees the squirrel and the cat is not rough then the squirrel is big. If something is young then it eats the squirrel. If something chases the cat then the cat eats the bald eagle. If something sees the bald eagle and it does not chase the cat then the cat chases the bald eagle. If something eats the tiger then the tiger is young. If something eats the squirrel then it eats the bald eagle. If the tiger eats the bald eagle then the tiger chases the bald eagle. If the squirrel sees the bald eagle and the cat does not chase the squirrel then the cat does not eat the squirrel. If something chases the squirrel then it eats the tiger. ,The tiger eats the squirrel.,3
