answer,depth,len,used_facts,used_rules,premise,hypothesis
False,1,2,"[array(['The cat is round.'], dtype=object)]","[array(['If something is round then it is not nice.'], dtype=object)]",The cat is round. If something is round then it is not nice. If something is nice and not red then it is big. ,The cat is nice.
False,1,3,"[array(['Charlie is cold.', 'Charlie is blue.'], dtype=object)]","[array(['All cold, blue people are round.'], dtype=object)]","Anne is kind. Anne is cold. Charlie is smart. Anne is red. Charlie is cold. Charlie is red. Charlie is blue. If Anne is smart and Anne is not red then Anne is rough. Red, rough people are not kind. All cold, blue people are round. If someone is kind and not smart then they are round. If someone is kind and cold then they are not rough. All kind people are not blue. ",Charlie is not round.
False,1,2,"[array(['The tiger is young.'], dtype=object)]","[array(['If something is young then it likes the dog.'], dtype=object)]",The cat is big. The tiger is young. The cow sees the cat. The dog needs the cat. If something is young then it likes the dog. ,The tiger does not like the dog.
True,1,2,"[array(['Anne is furry.'], dtype=object)]","[array(['If something is furry then it is young.'], dtype=object)]","Anne is not cold. Anne is round. Charlie is not round. Fiona is not cold. Anne is furry. Charlie is cold. Erin is green. All furry things are green. If Charlie is not big then Charlie is not young. If something is furry then it is young. All big, smart things are young. If something is round and green then it is big. Furry, cold things are not round. ",Anne is young.
True,1,2,"[array(['Fiona is nice.'], dtype=object)]","[array(['If someone is nice then they are big.'], dtype=object)]","Fiona is nice. Anne is white. Harry is red. Fiona is blue. Anne is quiet. Harry is white. Fiona is cold. Big people are blue. Blue, red people are quiet. All white people are blue. If someone is nice then they are big. Quiet people are big. Red, nice people are blue. If Harry is quiet then Harry is nice. If Fiona is white then Fiona is quiet. ",Fiona is big.
True,1,2,"[array(['Erin is cold.'], dtype=object)]","[array(['All cold things are not smart.'], dtype=object)]",Erin is blue. Erin is cold. Gary is big. Nice things are smart. Big things are nice. If something is red and not cold then it is big. All cold things are not smart. If something is cold and not smart then it is blue. Smart things are red. ,Erin is not smart.
True,1,2,"[array(['The bear is green.'], dtype=object)]","[array(['If someone is green then they are nice.'], dtype=object)]",The mouse eats the cow. The mouse likes the cow. The cow visits the mouse. The mouse visits the cow. The cow eats the mouse. The bear likes the cow. The bear visits the cow. The mouse eats the bear. The bear likes the mouse. The bear is green. If the bear eats the cow then the cow visits the mouse. If someone is green then they are nice. If the cow is round and the cow is rough then the cow likes the bear. If the bear eats the mouse then the mouse is young. If someone is nice then they visit the mouse. If the bear is young and the bear visits the cow then the bear likes the mouse. If the cow is green then the cow visits the mouse. If someone eats the mouse then the mouse visits the bear. ,The bear is nice.
True,1,2,"[array(['Gary is young.'], dtype=object)]","[array(['If Gary is young then Gary is quiet.'], dtype=object)]",Dave is young. Anne is not green. Dave is red. Fiona is kind. Gary is cold. Anne is big. Gary is young. Anne is red. Gary is green. Fiona is green. Fiona is quiet. Anne is not kind. Fiona is big. Fiona is red. Fiona is cold. Dave is big. If Gary is big then Gary is green. If Gary is young then Gary is quiet. Quiet things are big. ,Gary is quiet.
False,1,2,"[array(['The cat eats the dog.'], dtype=object)]","[array(['If something eats the dog then it is kind.'], dtype=object)]",The tiger is not red. The cat eats the dog. The dog does not like the tiger. The dog visits the rabbit. The tiger visits the cat. The dog is nice. The dog likes the cat. The tiger likes the dog. The cat visits the tiger. The tiger does not like the rabbit. The dog is not cold. The rabbit likes the tiger. The tiger eats the dog. The tiger is nice. The rabbit visits the tiger. If something eats the dog then it is kind. ,The cat is not kind.
False,1,3,"[array(['The rabbit eats the mouse.', 'The rabbit is blue.'], dtype=object)]","[array(['If something eats the mouse and it is blue then it chases the rabbit.'],
       dtype=object)                                                             ]",The rabbit is not kind. The rabbit chases the mouse. The rabbit is young. The mouse is not blue. The rabbit is rough. The mouse eats the rabbit. The rabbit likes the mouse. The mouse is green. The rabbit is green. The rabbit is blue. The mouse is kind. The mouse likes the rabbit. The mouse is young. The mouse is rough. The rabbit eats the mouse. The mouse chases the rabbit. If something eats the mouse and it is blue then it chases the rabbit. ,The rabbit does not chase the rabbit.
False,1,2,"[array(['Bob is furry.'], dtype=object)]","[array(['Furry people are kind.'], dtype=object)]","Bob is big. Dave is green. Bob is furry. Erin is furry. Anne is green. Erin is green. Erin is round. If someone is kind then they are white. If someone is rough then they are green. If someone is white then they are big. If someone is white and not green then they are round. Furry, white people are rough. If someone is kind and not big then they are not rough. Furry people are kind. Green, kind people are round. If Anne is white and Anne is big then Anne is not furry. ",Bob is not kind.
True,1,2,"[array(['Harry is quiet.'], dtype=object)
 array(['Harry is round.'], dtype=object)]","[array(['All quiet things are kind.'], dtype=object)
 array(['All round things are kind.'], dtype=object)]",Anne is kind. Anne is round. Dave is red. Dave is smart. Anne is smart. Anne is furry. Anne is big. Anne is red. Harry is red. Anne is quiet. Erin is furry. Harry is round. Erin is smart. Dave is kind. Harry is quiet. All round things are kind. All quiet things are kind. ,Harry is kind.
False,1,2,"[array(['Dave is kind.'], dtype=object)]","[array(['If something is kind then it is big.'], dtype=object)]","Dave is kind. Red things are big. If Dave is kind then Dave is quiet. If something is red and white then it is smart. If Dave is big and Dave is quiet then Dave is smart. If something is kind then it is big. All white, big things are kind. ",Dave is not big.
False,1,2,"[array(['Charlie is green.'], dtype=object)]","[array(['If Charlie is green then Charlie is blue.'], dtype=object)]",Charlie is green. Fiona is nice. Erin is smart. If something is smart and not white then it is quiet. All green things are not nice. If something is nice then it is not blue. If something is nice and not big then it is white. If Charlie is green then Charlie is blue. All white things are not green. If something is quiet and not blue then it is not smart. If something is white then it is not smart. ,Charlie is not blue.
False,1,3,"[array(['The tiger is cold.', 'The tiger likes the rabbit.'], dtype=object)
 array(['The tiger is cold.', 'The rabbit eats the tiger.'], dtype=object)
 array(['The tiger is cold.', 'The tiger chases the rabbit.',
        'The tiger eats the rabbit.'], dtype=object)
 array(['The tiger is cold.', 'The rabbit eats the tiger.',
        'The rabbit chases the tiger.', 'The tiger eats the rabbit.'],
       dtype=object)                                                  ]","[array(['If something is cold and it likes the rabbit then it chases the tiger.'],
       dtype=object)
 array(['If something eats the tiger then the tiger likes the rabbit.',
        'If something is cold and it likes the rabbit then it chases the tiger.'],
       dtype=object)
 array(['If something chases the rabbit and it eats the rabbit then it eats the tiger.',
        'If something eats the tiger then the tiger likes the rabbit.',
        'If something is cold and it likes the rabbit then it chases the tiger.'],
       dtype=object)
 array(['If something eats the tiger and it chases the tiger then the tiger chases the rabbit.',
        'If something chases the rabbit and it eats the rabbit then it eats the tiger.',
        'If something eats the tiger then the tiger likes the rabbit.',
        'If something is cold and it likes the rabbit then it chases the tiger.'],
       dtype=object)                                                                            ]",The rabbit eats the tiger. The rabbit is big. The tiger is cold. The rabbit is cold. The tiger is big. The rabbit is rough. The tiger eats the rabbit. The tiger is rough. The rabbit chases the tiger. The tiger likes the rabbit. The rabbit likes the tiger. The tiger chases the rabbit. The rabbit is red. The rabbit is blue. The tiger is blue. If something chases the tiger then it likes the tiger. If something eats the tiger and it chases the tiger then the tiger chases the rabbit. If something is red and blue then it likes the tiger. If something likes the tiger then the tiger is big. If something is cold and it likes the rabbit then it chases the tiger. If something chases the rabbit and it eats the rabbit then it eats the tiger. If the tiger eats the rabbit then the rabbit is big. If something eats the tiger then the tiger likes the rabbit. ,The tiger does not chase the tiger.
True,1,3,"[array(['Charlie is nice.', 'Charlie is red.'], dtype=object)]","[array(['All nice, red people are smart.'], dtype=object)]","Charlie is nice. Dave is nice. Harry is blue. Gary is not nice. Harry is not quiet. Harry is not kind. Gary is not red. Harry is nice. Gary is quiet. Charlie is red. Gary is not kind. Charlie is white. Charlie is kind. Dave is kind. Gary is blue. If Harry is not white then Harry is not nice. If Dave is kind then Dave is blue. Smart, kind people are blue. All nice, red people are smart. Quiet, white people are not smart. If Charlie is not white then Charlie is smart. ",Charlie is smart.
False,1,2,"[array(['Gary is white.'], dtype=object)
 array(['Gary is smart.'], dtype=object)]","[array(['All white people are nice.'], dtype=object)
 array(['Smart people are white.', 'All white people are nice.'],
       dtype=object)                                             ]","Fiona is nice. Fiona is rough. Anne is smart. Gary is white. Gary is smart. Anne is quiet. Fiona is quiet. Fiona is red. Anne is not young. Fiona is young. Rough, white people are red. If Gary is white and Gary is young then Gary is quiet. If Anne is smart and Anne is nice then Anne is not rough. Smart people are white. If Fiona is smart and Fiona is nice then Fiona is not young. If someone is smart and not rough then they are not young. All white people are nice. All smart people are quiet. ",Gary is not nice.
False,1,2,"[array(['Bob is nice.'], dtype=object)
 array(['Bob is cold.', 'Bob is smart.'], dtype=object)
 array(['Bob is cold.', 'Bob is young.'], dtype=object)]","[array(['Nice people are big.'], dtype=object)
 array(['All cold, smart people are nice.', 'Nice people are big.'],
       dtype=object)
 array(['Young people are smart.', 'All cold, smart people are nice.',
        'Nice people are big.'], dtype=object)                        ]","Charlie is young. Bob is nice. Bob is white. Bob is young. Charlie is cold. Bob is smart. Charlie is red. Bob is cold. Charlie is white. Bob is red. Young people are smart. Nice people are big. All nice people are cold. If someone is nice and big then they are red. All cold, smart people are nice. If someone is big and white then they are young. ",Bob is not big.
False,1,2,"[array(['The cow chases the rabbit.'], dtype=object)]","[array(['If something chases the rabbit then it is rough.'], dtype=object)]",The bald eagle is rough. The bald eagle visits the cow. The rabbit is young. The rabbit is rough. The bald eagle chases the rabbit. The bald eagle is kind. The bald eagle sees the cow. The rabbit sees the cow. The rabbit chases the cow. The bald eagle is cold. The bald eagle is young. The cow chases the rabbit. The rabbit visits the cow. The cow sees the rabbit. The cow is green. The bald eagle sees the rabbit. Kind things are cold. If the rabbit does not see the cow then the rabbit is not young. If something chases the rabbit then it is rough. If something chases the rabbit and the rabbit is not rough then it is green. If something is rough and it chases the rabbit then it is kind. If something sees the bald eagle then the bald eagle is not green. ,The cow is not rough.
False,1,2,"[array(['Bob is rough.'], dtype=object)]","[array(['If Bob is rough then Bob is round.'], dtype=object)]",Charlie is not kind. Fiona is rough. Charlie is smart. Bob is rough. Harry is furry. Fiona is furry. Harry is kind. Charlie is quiet. Harry is smart. Fiona is quiet. Charlie is not furry. Harry is rough. Fiona is red. Charlie is rough. Fiona is smart. If Bob is rough then Bob is round. Round people are furry. ,Bob is not round.
True,1,3,"[array(['Erin is rough.', 'Erin is furry.'], dtype=object)
 array(['Erin is rough.', 'Erin is nice.', 'Erin is rough.'], dtype=object)
 array(['Erin is nice.', 'Erin is nice.', 'Erin is furry.'], dtype=object)
 array(['Erin is nice.', 'Erin is nice.', 'Erin is nice.',
        'Erin is rough.'], dtype=object)
 array(['Erin is rough.', 'Erin is nice.', 'Erin is nice.',
        'Erin is nice.'], dtype=object)
 array(['Erin is nice.', 'Erin is nice.', 'Erin is nice.', 'Erin is nice.',
        'Erin is nice.'], dtype=object)                                    ]","[array(['If something is rough and furry then it is green.'], dtype=object)
 array(['All nice, rough things are furry.',
        'If something is rough and furry then it is green.'], dtype=object)
 array(['All nice things are blue.', 'Nice, blue things are rough.',
        'If something is rough and furry then it is green.'], dtype=object)
 array(['All nice things are blue.', 'Nice, blue things are rough.',
        'All nice, rough things are furry.',
        'If something is rough and furry then it is green.'], dtype=object)
 array(['All nice things are blue.', 'Nice, blue things are rough.',
        'All nice, rough things are furry.',
        'If something is rough and furry then it is green.'], dtype=object)
 array(['All nice things are blue.', 'Nice, blue things are rough.',
        'All nice things are blue.', 'Nice, blue things are rough.',
        'All nice, rough things are furry.',
        'If something is rough and furry then it is green.'], dtype=object)]","Erin is nice. Gary is rough. Erin is rough. Bob is smart. Harry is smart. Erin is furry. Bob is green. If something is rough and furry then it is green. Green, nice things are kind. All nice, rough things are furry. Nice, blue things are rough. All nice things are blue. If Gary is rough then Gary is smart. ",Erin is green.
True,1,3,"[array(['Gary is smart.', 'Gary is rough.'], dtype=object)]","[array(['If something is smart and rough then it is big.'], dtype=object)]","Charlie is big. Erin is kind. Gary is rough. Erin is big. Gary is round. Gary is smart. Erin is rough. Erin is blue. Erin is green. Gary is blue. If something is smart and rough then it is big. If Gary is big and Gary is smart then Gary is kind. Big, rough things are kind. ",Gary is big.
False,1,3,"[array(['Gary is blue.', 'Gary is cold.'], dtype=object)
 array(['Gary is red.', 'Gary is cold.', 'Gary is cold.'], dtype=object)
 array(['Gary is kind.', 'Gary is cold.', 'Gary is cold.'], dtype=object)]","[array(['If someone is blue and cold then they are smart.'], dtype=object)
 array(['If someone is red and cold then they are blue.',
        'If someone is blue and cold then they are smart.'], dtype=object)
 array(['Kind people are red.',
        'If someone is red and cold then they are blue.',
        'If someone is blue and cold then they are smart.'], dtype=object)]",Dave is blue. Harry is cold. Charlie is young. Dave is red. Gary is cold. Harry is quiet. Charlie is cold. Charlie is quiet. Gary is quiet. Charlie is red. Gary is red. Harry is smart. Dave is cold. Gary is kind. Dave is kind. Gary is blue. Kind people are red. If Charlie is young and Charlie is cold then Charlie is kind. If someone is red and cold then they are blue. If someone is blue and cold then they are smart. If Gary is young then Gary is quiet. Smart people are kind. ,Gary is not smart.
True,1,2,"[array(['Gary is kind.'], dtype=object)]","[array(['If something is kind then it is white.'], dtype=object)]","Gary is kind. Bob is white. Bob is kind. If something is kind then it is white. Kind, white things are red. If something is white and red then it is smart. ",Gary is white.
False,1,3,"[array(['Fiona is nice.', 'Fiona is white.'], dtype=object)]","[array(['All nice, white people are rough.'], dtype=object)]","Charlie is nice. Fiona is nice. Dave is not young. Anne is smart. Fiona is green. Charlie is white. Fiona is white. Rough people are red. All nice, white people are rough. Nice people are not young. ",Fiona is not rough.
False,1,2,"[array(['The mouse needs the lion.'], dtype=object)]","[array(['If something needs the lion then it likes the mouse.'],
       dtype=object)                                            ]",The mouse is big. The lion eats the mouse. The lion is round. The lion is nice. The mouse is not round. The lion likes the mouse. The mouse likes the lion. The lion is green. The lion needs the mouse. The lion is big. The mouse eats the lion. The mouse is green. The mouse needs the lion. The lion is rough. The mouse is not nice. The mouse is rough. If something is rough and it likes the mouse then it needs the mouse. If something is nice and it likes the mouse then the mouse likes the lion. If something needs the lion then it likes the mouse. ,The mouse does not like the mouse.
True,1,2,"[array(['Charlie is green.'], dtype=object)]","[array(['All green people are quiet.'], dtype=object)]","Erin is green. Harry is cold. Dave is quiet. Dave is red. Harry is big. Harry is green. Erin is not big. Dave is not white. Charlie is green. Erin is not cold. All white people are cold. All green people are quiet. If someone is quiet and red then they are blue. If someone is red then they are not white. All blue, green people are red. If someone is red and not white then they are big. If Charlie is quiet then Charlie is blue. ",Charlie is quiet.
True,1,3,"[array(['The lion sees the rabbit.', 'The rabbit sees the lion.'],
       dtype=object)                                              ]","[array(['If something sees the rabbit and the rabbit sees the lion then it chases the lion.'],
       dtype=object)                                                                          ]",The rabbit needs the lion. The lion is green. The lion sees the rabbit. The rabbit sees the lion. The rabbit is green. The rabbit chases the lion. The lion does not chase the rabbit. If something needs the rabbit then it needs the lion. If something sees the rabbit and the rabbit sees the lion then it chases the lion. If something is young then it needs the rabbit. All nice things are red. If something needs the lion then the lion needs the rabbit. If the rabbit needs the lion then the rabbit chases the lion. ,The lion chases the lion.
False,1,3,"[array(['The squirrel chases the bear.', 'The squirrel eats the lion.'],
       dtype=object)                                                    ]","[array(['If someone chases the bear and they eat the lion then the lion is cold.'],
       dtype=object)                                                               ]",The lion eats the squirrel. The squirrel chases the bear. The squirrel is kind. The lion needs the squirrel. The bear needs the lion. The lion is kind. The squirrel eats the lion. The lion does not eat the bear. The lion does not need the bear. The bear eats the squirrel. The lion chases the bear. The lion is not green. If someone needs the lion and the lion is cold then they are rough. If the lion eats the bear then the bear does not chase the lion. If someone needs the squirrel and they are not kind then the squirrel does not need the lion. If someone chases the bear and they eat the lion then the lion is cold. If the lion eats the bear and the bear chases the squirrel then the bear is nice. If someone chases the bear and they do not eat the squirrel then they eat the bear. If someone is nice then they eat the bear. If someone is rough then they need the squirrel. ,The lion is not cold.
False,1,2,"[array(['Harry is cold.'], dtype=object)
 array(['Harry is cold.'], dtype=object)]","[array(['All cold things are not round.'], dtype=object)
 array(['If something is cold then it is not round.'], dtype=object)]",Harry is cold. Bob is blue. Fiona is smart. If something is cold then it is not round. If something is blue then it is cold. All cold things are not round. ,Harry is round.
True,1,2,"[array(['The cow visits the bear.'], dtype=object)]","[array(['If someone visits the bear then they need the cow.'], dtype=object)]",The bald eagle visits the cow. The tiger is cold. The cow needs the bear. The tiger eats the cow. The bear needs the bald eagle. The bear needs the tiger. The tiger is green. The tiger eats the bear. The bear is cold. The bald eagle eats the cow. The tiger needs the bald eagle. The cow visits the bear. The bald eagle is cold. The bald eagle eats the tiger. The bald eagle needs the tiger. The cow eats the tiger. If someone needs the cow then they are red. If someone needs the cow and they are big then they visit the bear. If someone is big and they eat the tiger then they need the bald eagle. If someone visits the bear then they need the cow. If someone visits the cow and the cow is kind then the cow needs the bear. All red people are cold. ,The cow needs the cow.
False,1,2,"[array(['Gary is nice.'], dtype=object)]","[array(['All nice people are big.'], dtype=object)]",Gary is nice. Bob is furry. Gary is furry. All nice people are big. If Gary is nice then Gary is round. If someone is furry and round then they are blue. ,Gary is not big.
False,1,3,"[array(['Fiona is big.', 'Fiona is smart.'], dtype=object)]","[array(['If Fiona is big and Fiona is smart then Fiona is young.'],
       dtype=object)                                               ]","Fiona is nice. Anne is smart. Anne is big. Harry is quiet. Anne is red. Fiona is not quiet. Harry is big. Harry is red. Harry is smart. Anne is quiet. Anne is nice. Fiona is not white. Fiona is big. Harry is white. Anne is not young. Fiona is smart. If Harry is not nice then Harry is big. Quiet people are red. If Fiona is big and Fiona is smart then Fiona is young. White people are not young. If someone is smart and not quiet then they are not white. All red, smart people are nice. ",Fiona is not young.
True,1,2,"[array(['The lion is cold.'], dtype=object)]","[array(['If someone is cold then they are nice.'], dtype=object)]",The bear likes the cat. The cat is cold. The cat eats the bear. The lion eats the cat. The dog eats the bear. The cat sees the bear. The lion is cold. The lion likes the bear. The bear is nice. The lion likes the cat. The bear sees the dog. The dog sees the cat. The dog is blue. The dog eats the lion. If someone is blue and they see the bear then they see the dog. If someone eats the dog then the dog is nice. If someone eats the bear and they are nice then they are blue. If someone is blue and they see the dog then they are big. If someone is cold then they are nice. If someone eats the bear and they see the dog then the dog is big. If someone is big then they eat the dog. ,The lion is nice.
False,1,2,"[array(['The rabbit sees the squirrel.'], dtype=object)]","[array(['If something sees the squirrel then the squirrel visits the rabbit.'],
       dtype=object)                                                           ]",The squirrel sees the rabbit. The rabbit sees the squirrel. If the rabbit eats the squirrel and the rabbit is young then the rabbit sees the squirrel. If something sees the squirrel then the squirrel visits the rabbit. ,The squirrel does not visit the rabbit.
True,1,2,"[array(['The bald eagle is young.'], dtype=object)]","[array(['If someone is young then they see the mouse.'], dtype=object)]",The tiger needs the mouse. The bald eagle needs the mouse. The bear needs the bald eagle. The tiger sees the bear. The bald eagle chases the bear. The tiger chases the mouse. The mouse sees the tiger. The tiger needs the bear. The bald eagle is young. The mouse chases the bear. The mouse chases the tiger. The mouse needs the bald eagle. The tiger sees the mouse. The mouse is kind. The bear chases the tiger. If the bear needs the tiger and the bear sees the mouse then the bear is nice. If someone sees the mouse then they need the tiger. If someone is young then they see the mouse. ,The bald eagle sees the mouse.
False,1,2,"[array(['Charlie is furry.'], dtype=object)]","[array(['All furry people are smart.'], dtype=object)]","Dave is white. Anne is blue. Dave is quiet. Dave is smart. Gary is green. Charlie is furry. Gary is furry. All furry people are smart. All smart, green people are not white. All green, young people are quiet. All quiet, furry people are blue. All furry people are young. If Dave is quiet and Dave is blue then Dave is furry. All blue people are green. All young people are quiet. ",Charlie is not smart.
False,1,2,"[array(['The dog is green.'], dtype=object)]","[array(['If someone is green then they like the dog.'], dtype=object)]",The dog chases the squirrel. The squirrel likes the dog. The dog chases the tiger. The squirrel is red. The dog sees the tiger. The dog is big. The squirrel sees the tiger. The squirrel chases the tiger. The tiger likes the dog. The dog likes the squirrel. The dog is rough. The tiger is red. The tiger chases the dog. The squirrel is young. The dog is green. The squirrel sees the dog. If someone sees the dog then they see the tiger. If someone is green then they like the dog. If someone likes the dog then they are big. If someone chases the dog and they see the dog then they like the tiger. If someone likes the dog and the dog sees the squirrel then the squirrel likes the dog. If the dog chases the tiger then the tiger sees the dog. If someone sees the dog and they like the tiger then they are green. If someone is rough and they see the tiger then the tiger likes the squirrel. ,The dog does not like the dog.
True,1,2,"[array(['Gary is rough.'], dtype=object)
 array(['Gary is cold.', 'Gary is cold.'], dtype=object)]","[array(['Rough people are green.'], dtype=object)
 array(['Cold people are blue.', 'If someone is blue then they are nice.',
        'Nice, cold people are green.'], dtype=object)                    ]","Dave is blue. Dave is cold. Gary is cold. Harry is furry. Gary is rough. Harry is blue. Harry is rough. Charlie is furry. Charlie is green. Charlie is white. Harry is white. All rough, nice people are white. Cold people are blue. Furry, green people are rough. Nice, cold people are green. Rough people are green. White people are nice. If someone is blue then they are nice. Green people are blue. Green, nice people are furry. ",Gary is green.
True,1,2,"[array(['The tiger eats the lion.'], dtype=object)]","[array(['If someone eats the lion then they are big.'], dtype=object)]",The tiger eats the lion. The cat likes the tiger. The lion likes the cat. If someone eats the lion then they are big. ,The tiger is big.
False,1,2,"[array(['The squirrel sees the cow.'], dtype=object)]","[array(['If someone sees the cow then they chase the squirrel.'],
       dtype=object)                                             ]",The squirrel chases the rabbit. The squirrel is kind. The cow likes the mouse. The mouse likes the cow. The rabbit chases the squirrel. The cow sees the mouse. The cow likes the rabbit. The rabbit sees the cow. The squirrel sees the cow. The squirrel likes the rabbit. The cow chases the mouse. The cow sees the squirrel. The mouse likes the rabbit. The cow likes the squirrel. If someone likes the rabbit and the rabbit is rough then the rabbit chases the squirrel. If someone chases the rabbit then they are rough. If someone sees the cow then they chase the squirrel. If someone likes the cow and they like the squirrel then the cow is kind. If someone likes the cow and the cow sees the rabbit then the cow is kind. If someone likes the squirrel then they are red. If someone is kind then they chase the rabbit. If someone is red then they like the cow. If someone sees the rabbit and they like the cow then the cow is cold. ,The squirrel does not chase the squirrel.
False,1,2,"[array(['The lion needs the dog.'], dtype=object)]","[array(['If someone needs the dog then they visit the lion.'], dtype=object)]",The mouse is big. The lion is round. The lion needs the dog. The mouse likes the dog. The mouse visits the dog. The rabbit is kind. The mouse does not need the rabbit. The rabbit visits the dog. The lion is big. The dog is not kind. The dog is green. If someone is round and they like the rabbit then the rabbit visits the mouse. If the rabbit needs the lion then the lion needs the mouse. If someone visits the mouse then the mouse needs the dog. If someone likes the dog then the dog visits the rabbit. If someone needs the mouse then they are kind. If someone needs the dog then they visit the lion. If the mouse visits the lion and the mouse needs the dog then the dog needs the lion. If someone visits the rabbit then the rabbit visits the mouse. ,The lion does not visit the lion.
False,1,2,"[array(['The tiger chases the dog.'], dtype=object)]","[array(['If someone chases the dog then they visit the bald eagle.'],
       dtype=object)                                                 ]",The bald eagle is rough. The rabbit is round. The dog eats the rabbit. The tiger is cold. The rabbit chases the dog. The tiger eats the rabbit. The bald eagle is cold. The tiger chases the dog. The bald eagle chases the tiger. The dog chases the rabbit. If someone is red then they chase the rabbit. If someone visits the dog and the dog eats the bald eagle then the bald eagle is green. If someone eats the dog then they eat the rabbit. If someone is rough and they eat the rabbit then they eat the tiger. If someone visits the rabbit and they eat the bald eagle then they eat the dog. If someone chases the dog then they visit the bald eagle. If someone visits the bald eagle and they are round then the bald eagle is green. If someone chases the rabbit and the rabbit is green then they are green. If someone is green then they eat the dog. ,The tiger does not visit the bald eagle.
True,1,2,"[array(['Erin is red.'], dtype=object)]","[array(['Red things are quiet.'], dtype=object)]","Dave is blue. Erin is red. Dave is young. Anne is young. Anne is rough. Anne is furry. Anne is red. Fiona is furry. Dave is rough. Anne is quiet. Dave is furry. Fiona is blue. Fiona is quiet. Erin is young. Fiona is young. If Erin is red and Erin is furry then Erin is green. All green, blue things are rough. If Fiona is quiet and Fiona is blue then Fiona is young. Red things are quiet. All blue, red things are furry. All furry things are quiet. If something is green and young then it is blue. If Erin is red then Erin is young. ",Erin is quiet.
True,1,2,"[array(['Anne is quiet.'], dtype=object)]","[array(['All quiet people are smart.'], dtype=object)]",Fiona is not green. Anne is quiet. All quiet people are smart. All smart people are not blue. ,Anne is smart.
False,1,2,"[array(['The dog needs the squirrel.'], dtype=object)]","[array(['If something needs the squirrel then the squirrel visits the rabbit.'],
       dtype=object)                                                            ]",The squirrel is rough. The squirrel visits the dog. The rabbit is kind. The squirrel likes the dog. The rabbit needs the dog. The dog is big. The squirrel is green. The dog needs the rabbit. The dog likes the squirrel. The dog needs the squirrel. The dog is rough. The squirrel is big. The squirrel likes the rabbit. The dog is green. The rabbit is blue. The dog likes the rabbit. If the dog is green and the dog likes the squirrel then the squirrel needs the rabbit. If something needs the squirrel then the squirrel visits the rabbit. ,The squirrel does not visit the rabbit.
False,1,3,"[array(['Gary is smart.', 'Gary is cold.'], dtype=object)]","[array(['All smart, cold people are rough.'], dtype=object)]","Charlie is nice. Fiona is nice. Gary is blue. Fiona is rough. Charlie is smart. Gary is cold. Fiona is round. Gary is smart. Gary is green. Charlie is cold. Fiona is green. Fiona is blue. Charlie is blue. Charlie is rough. Fiona is smart. All smart, cold people are rough. ",Gary is not rough.
False,1,2,"[array(['Harry is green.'], dtype=object)]","[array(['Green people are furry.'], dtype=object)]","Harry is green. Fiona is white. Bob is blue. All blue, green people are nice. Green people are furry. ",Harry is not furry.
True,1,2,"[array(['The cat chases the mouse.'], dtype=object)
 array(['The cat eats the mouse.'], dtype=object)]","[array(['If someone chases the mouse then they are big.'], dtype=object)
 array(['If the cat eats the mouse then the cat chases the mouse.',
        'If someone chases the mouse then they are big.'], dtype=object)]",The cat visits the mouse. The cat is rough. The cat eats the mouse. The cat is nice. The mouse is blue. The cat chases the mouse. The mouse eats the cat. If someone chases the cat then they chase the mouse. If the cat eats the mouse then the mouse is not nice. If someone chases the cat and they visit the cat then the cat is nice. If the cat eats the mouse and the cat chases the mouse then the mouse chases the cat. If the cat eats the mouse then the cat chases the mouse. If the mouse is rough then the mouse eats the cat. If someone chases the mouse then they are big. If someone is blue and cold then they visit the cat. ,The cat is big.
True,1,2,"[array(['Fiona is green.'], dtype=object)]","[array(['All green people are blue.'], dtype=object)]","Anne is smart. Anne is furry. Fiona is furry. Anne is red. Fiona is young. Gary is green. Fiona is green. Charlie is furry. Charlie is not smart. Fiona is smart. If someone is rough and green then they are smart. If someone is green and red then they are smart. If Gary is green and Gary is not blue then Gary is furry. If someone is blue then they are furry. All green people are blue. Red, green people are rough. All green, red people are blue. If someone is blue then they are not rough. ",Fiona is blue.
True,1,2,"[array(['The lion is cold.'], dtype=object)]","[array(['If something is cold then it sees the lion.'], dtype=object)]",The lion is rough. The lion is nice. The lion likes the tiger. The tiger sees the lion. The tiger visits the lion. The tiger is big. The tiger likes the lion. The lion visits the tiger. The tiger is nice. The lion is cold. The lion is big. The lion sees the tiger. The tiger is young. The tiger is rough. The lion is young. If the lion visits the tiger then the tiger sees the lion. If something sees the lion then it is rough. If something sees the tiger then it is rough. If something visits the tiger and it sees the tiger then the tiger sees the lion. If something is cold and young then it sees the tiger. If something sees the lion and it is nice then it visits the lion. If something visits the lion and it likes the tiger then it likes the lion. If something is cold then it sees the lion. ,The lion sees the lion.
False,1,2,"[array(['The bear likes the lion.'], dtype=object)]","[array(['If someone likes the lion then they eat the bear.'], dtype=object)]",The lion is nice. The lion likes the tiger. The tiger eats the bear. The bear likes the lion. The lion likes the bear. The tiger is red. The bear eats the lion. If someone eats the lion then they are red. If someone likes the lion then they eat the bear. If someone is nice and they like the lion then they eat the tiger. If someone eats the bear then the bear is red. If someone is round then they chase the tiger. If someone is big then they like the tiger. If someone chases the bear then the bear chases the lion. If someone eats the lion and they are big then the lion likes the bear. ,The bear does not eat the bear.
