question,answer,ground_truth,query
 Animals are not transparent. Each animal is a mammal. Each feline is transparent. Max is an animal. Is the following statement true or false? Max is not transparent., Max is an animal. Animals are not transparent. Max is not transparent. ,True,Max is not transparent
 Even numbers are floral. Each even number is a prime number. Prime numbers are nervous. Every prime number is a negative number. Negative numbers are bright. Negative numbers are numbers. Every number is not opaque. Each number is a fraction. Fractions are amenable. Every natural number is liquid. Fractions are Mersenne primes. Each Mersenne prime is not liquid. Mersenne primes are real numbers. Every real number is not blue. Each real number is an integer. Every integer is hot. Every integer is a composite number. Sam is a Mersenne prime. Is the following statement true or false? Sam is not liquid., Sam is a Mersenne prime. Each Mersenne prime is not liquid. Sam is not liquid. ,True,Sam is not liquid
 Spiders are spicy. Each spider is an ant. Ants are not liquid. Each ant is an arthropod. Every arthropod is kind. Each arthropod is a crustacean. Each crustacean is not happy. Every crustacean is a moth. Moths are red. Lepidopterans are not red. Every moth is an invertebrate. Each invertebrate is not cold. Invertebrates are butterflies. Butterflies are large. Every butterfly is an insect. Fae is a moth. Is the following statement true or false? Fae is not red., Fae is a moth. Moths are red. Fae is red. ,False,Fae is not red
 Each animal is bright. Every animal is a vertebrate. Every dog is not bright. Each vertebrate is large. Vertebrates are cows. Cows are fruity. Cows are cats. Sam is an animal. Is the following statement true or false? Sam is bright., Sam is an animal. Each animal is bright. Sam is bright. ,True,Sam is bright
 Each natural number is not orange. Natural numbers are real numbers. Real numbers are not luminous. Each real number is a composite number. Each integer is orange. Sally is a natural number. Is the following statement true or false? Sally is orange., Sally is a natural number. Each natural number is not orange. Sally is not orange. ,False,Sally is orange
 Every animal is not aggressive. Animals are mammals. Every mammal is transparent. Every mammal is a dog. Dogs are large. Dogs are cows. Each cow is not shy. Cows are cats. Cats are wooden. Cats are carnivores. Carnivores are red. Carnivores are vertebrates. Every sheep is aggressive. Max is an animal. Is the following statement true or false? Max is aggressive., Max is an animal. Every animal is not aggressive. Max is not aggressive. ,False,Max is aggressive
 Each carnivore is small. Every feline is not small. Felines are mammals. Rex is a feline. Is the following statement true or false? Rex is small., Rex is a feline. Every feline is not small. Rex is not small. ,False,Rex is small
 Ants are happy. Every crustacean is not wooden. Ants are insects. Insects are cold. Every insect is a lepidopteran. Each lepidopteran is wooden. Each lepidopteran is an animal. Animals are not fruity. Animals are arthropods. Rex is a lepidopteran. Is the following statement true or false? Rex is not wooden., Rex is a lepidopteran. Each lepidopteran is wooden. Rex is wooden. ,False,Rex is not wooden
 Even numbers are cold. Every even number is a fraction. Fractions are blue. Every fraction is an integer. Integers are sweet. Integers are numbers. Numbers are bright. Numbers are negative numbers. Negative numbers are small. Negative numbers are prime numbers. Each prime number is angry. Prime numbers are Mersenne primes. Every Mersenne prime is feisty. Mersenne primes are real numbers. Real numbers are floral. Composite numbers are not blue. Each real number is a natural number. Rex is a fraction. Is the following statement true or false? Rex is blue., Rex is a fraction. Fractions are blue. Rex is blue. ,True,Rex is blue
 Every mammal is large. Each mammal is a cow. Cows are not floral. Cows are animals. Animals are orange. Animals are vertebrates. Cats are not large. Vertebrates are kind. Every vertebrate is a carnivore. Carnivores are not opaque. Carnivores are snakes. Wren is a mammal. Is the following statement true or false? Wren is not large., Wren is a mammal. Every mammal is large. Wren is large. ,False,Wren is not large
 Snakes are feisty. Snakes are dogs. Every dog is earthy. Each dog is a cow. Felines are not feisty. Cows are wooden. Cows are animals. Every animal is large. Each animal is a carnivore. Rex is a snake. Is the following statement true or false? Rex is not feisty., Rex is a snake. Snakes are feisty. Rex is feisty. ,False,Rex is not feisty
 Each cow is not luminous. Felines are luminous. Every feline is a vertebrate. Fae is a feline. Is the following statement true or false? Fae is luminous., Fae is a feline. Felines are luminous. Fae is luminous. ,True,Fae is luminous
 Invertebrates are red. Invertebrates are moths. Every moth is not earthy. Each moth is a spider. Each spider is dull. Every spider is an arthropod. Arthropods are not cold. Arthropods are butterflies. Every butterfly is large. Each butterfly is a lepidopteran. Animals are sweet. Every lepidopteran is not luminous. Lepidopterans are insects. Insects are amenable. Insects are ants. Ants are not sweet. Each ant is a crustacean. Wren is an ant. Is the following statement true or false? Wren is not sweet., Wren is an ant. Ants are not sweet. Wren is not sweet. ,True,Wren is not sweet
 Real numbers are not kind. Each real number is a number. Numbers are not liquid. Every negative number is opaque. Every number is a composite number. Every composite number is cold. Composite numbers are integers. Every integer is not opaque. Every integer is an even number. Each even number is not spicy. Every even number is a natural number. Alex is an integer. Is the following statement true or false? Alex is opaque., Alex is an integer. Every integer is not opaque. Alex is not opaque. ,False,Alex is opaque
 Cats are metallic. Every cat is a carnivore. Carnivores are angry. Carnivores are animals. Each mammal is not floral. Animals are shy. Animals are sheep. Sheep are bright. Each sheep is a vertebrate. Every vertebrate is hot. Every vertebrate is a cow. Every cow is not sour. Cows are felines. Felines are not transparent. Each feline is a snake. Snakes are floral. Every snake is a dog. Rex is a snake. Is the following statement true or false? Rex is not floral., Rex is a snake. Snakes are floral. Rex is floral. ,False,Rex is not floral
 Each insect is not dull. Insects are animals. Animals are not nervous. Each animal is an invertebrate. Every butterfly is not large. Invertebrates are brown. Invertebrates are ants. Each ant is spicy. Each ant is a lepidopteran. Each lepidopteran is large. Each lepidopteran is a spider. Sally is a lepidopteran. Is the following statement true or false? Sally is large., Sally is a lepidopteran. Each lepidopteran is large. Sally is large. ,True,Sally is large
 Spiders are metallic. Each spider is a moth. Invertebrates are not metallic. Sam is a spider. Is the following statement true or false? Sam is not metallic., Sam is a spider. Spiders are metallic. Sam is metallic. ,False,Sam is not metallic
 Each cat is orange. Cats are carnivores. Every carnivore is small. Every carnivore is a vertebrate. Every vertebrate is amenable. Every vertebrate is a feline. Felines are bright. Every feline is a cow. Every cow is hot. Cows are dogs. Dogs are fruity. Dogs are mammals. Each mammal is nervous. Each mammal is an animal. Animals are luminous. Every sheep is not hot. Animals are snakes. Fae is a cow. Is the following statement true or false? Fae is not hot., Fae is a cow. Every cow is hot. Fae is hot. ,False,Fae is not hot
 Vertebrates are not angry. Every vertebrate is an animal. Felines are angry. Sam is a vertebrate. Is the following statement true or false? Sam is angry., Sam is a vertebrate. Vertebrates are not angry. Sam is not angry. ,False,Sam is angry
 Every mammal is wooden. Every mammal is a carnivore. Carnivores are bright. Carnivores are cats. Cats are opaque. Every cat is a vertebrate. Each sheep is not kind. Every vertebrate is kind. Every vertebrate is a snake. Each snake is orange. Each snake is a feline. Felines are happy. Felines are cows. Alex is a vertebrate. Is the following statement true or false? Alex is not kind., Alex is a vertebrate. Every vertebrate is kind. Alex is kind. ,False,Alex is not kind
 Ants are not hot. Every spider is hot. Spiders are animals. Animals are opaque. Every animal is an invertebrate. Sam is a spider. Is the following statement true or false? Sam is not hot., Sam is a spider. Every spider is hot. Sam is hot. ,False,Sam is not hot
 Snakes are floral. Felines are not floral. Felines are sheep. Every sheep is not amenable. Every sheep is a mammal. Rex is a feline. Is the following statement true or false? Rex is floral., Rex is a feline. Felines are not floral. Rex is not floral. ,False,Rex is floral
 Crustaceans are brown. Crustaceans are ants. Ants are fruity. Ants are lepidopterans. Lepidopterans are liquid. Lepidopterans are spiders. Spiders are not sour. Each spider is an animal. Animals are temperate. Every animal is a moth. Each moth is large. Each moth is a butterfly. Butterflies are not opaque. Each butterfly is an arthropod. Arthropods are not happy. Invertebrates are not temperate. Arthropods are insects. Stella is an animal. Is the following statement true or false? Stella is temperate., Stella is an animal. Animals are temperate. Stella is temperate. ,True,Stella is temperate
 Butterflies are sweet. Butterflies are lepidopterans. Every lepidopteran is transparent. Each lepidopteran is an insect. Each insect is dull. Insects are invertebrates. Invertebrates are feisty. Every invertebrate is a moth. Every moth is mean. Every moth is an arthropod. Each arthropod is not brown. Every arthropod is an animal. Animals are large. Each animal is an ant. Every ant is hot. Ants are spiders. Each crustacean is not feisty. Alex is an invertebrate. Is the following statement true or false? Alex is not feisty., Alex is an invertebrate. Invertebrates are feisty. Alex is feisty. ,False,Alex is not feisty
 Every real number is not fruity. Numbers are fruity. Every real number is an even number. Each even number is not aggressive. Every even number is a composite number. Alex is a real number. Is the following statement true or false? Alex is fruity., Alex is a real number. Every real number is not fruity. Alex is not fruity. ,False,Alex is fruity
 Natural numbers are not orange. Negative numbers are orange. Every natural number is a composite number. Fae is a natural number. Is the following statement true or false? Fae is orange., Fae is a natural number. Natural numbers are not orange. Fae is not orange. ,False,Fae is orange
 Butterflies are metallic. Each butterfly is an invertebrate. Invertebrates are not spicy. Each invertebrate is a spider. Every spider is large. Spiders are lepidopterans. Lepidopterans are opaque. Each lepidopteran is a crustacean. Each crustacean is not temperate. Every crustacean is an arthropod. Each arthropod is not kind. Every arthropod is an insect. Ants are temperate. Each insect is floral. Insects are animals. Every animal is not nervous. Each animal is a moth. Sally is a crustacean. Is the following statement true or false? Sally is temperate., Sally is a crustacean. Each crustacean is not temperate. Sally is not temperate. ,False,Sally is temperate
 Crustaceans are small. Every crustacean is a moth. Each moth is not aggressive. Moths are invertebrates. Invertebrates are not opaque. Each invertebrate is a butterfly. Butterflies are wooden. Butterflies are spiders. Every spider is floral. Every spider is an insect. Each insect is dull. Insects are ants. Ants are not brown. Animals are aggressive. Ants are lepidopterans. Every lepidopteran is hot. Lepidopterans are arthropods. Sally is a moth. Is the following statement true or false? Sally is aggressive., Sally is a moth. Each moth is not aggressive. Sally is not aggressive. ,False,Sally is aggressive
 Every insect is not opaque. Every insect is a moth. Every moth is not red. Every lepidopteran is red. Moths are crustaceans. Sam is a moth. Is the following statement true or false? Sam is not red., Sam is a moth. Every moth is not red. Sam is not red. ,True,Sam is not red
 Insects are small. Every crustacean is not bitter. Insects are moths. Each moth is bitter. Every moth is a lepidopteran. Lepidopterans are hot. Lepidopterans are arthropods. Each arthropod is opaque. Every arthropod is a spider. Each spider is red. Each spider is an ant. Every ant is wooden. Each ant is a butterfly. Butterflies are bright. Butterflies are animals. Each animal is angry. Animals are invertebrates. Sally is a moth. Is the following statement true or false? Sally is bitter., Sally is a moth. Each moth is bitter. Sally is bitter. ,True,Sally is bitter
 Vertebrates are not bright. Felines are sweet. Each vertebrate is a sheep. Every sheep is not sweet. Sheep are animals. Each animal is luminous. Each animal is a cat. Fae is a sheep. Is the following statement true or false? Fae is sweet., Fae is a sheep. Every sheep is not sweet. Fae is not sweet. ,False,Fae is sweet
 Each animal is not fruity. Animals are insects. Insects are wooden. Each insect is a butterfly. Each butterfly is shy. Every butterfly is a moth. Each crustacean is not sour. Moths are hot. Moths are invertebrates. Invertebrates are sour. Every invertebrate is an ant. Each ant is not aggressive. Every ant is a lepidopteran. Each lepidopteran is not brown. Lepidopterans are arthropods. Arthropods are opaque. Each arthropod is a spider. Sam is an invertebrate. Is the following statement true or false? Sam is not sour., Sam is an invertebrate. Invertebrates are sour. Sam is sour. ,False,Sam is not sour
 Composite numbers are brown. Composite numbers are fractions. Fractions are feisty. Every fraction is an integer. Each integer is opaque. Each integer is a natural number. Each real number is not opaque. Natural numbers are spicy. Natural numbers are prime numbers. Polly is an integer. Is the following statement true or false? Polly is opaque., Polly is an integer. Each integer is opaque. Polly is opaque. ,True,Polly is opaque
 Every lepidopteran is temperate. Every lepidopteran is a butterfly. Butterflies are opaque. Butterflies are moths. Each moth is not aggressive. Each ant is not opaque. Moths are insects. Every insect is wooden. Insects are arthropods. Arthropods are small. Each arthropod is a crustacean. Crustaceans are not sour. Crustaceans are invertebrates. Invertebrates are bright. Each invertebrate is an animal. Animals are not fruity. Animals are spiders. Alex is a butterfly. Is the following statement true or false? Alex is opaque., Alex is a butterfly. Butterflies are opaque. Alex is opaque. ,True,Alex is opaque
 Every fraction is hot. Every number is not hot. Each number is a real number. Real numbers are fruity. Real numbers are composite numbers. Sam is a number. Is the following statement true or false? Sam is hot., Sam is a number. Every number is not hot. Sam is not hot. ,False,Sam is hot
 Numbers are bright. Negative numbers are not bright. Negative numbers are even numbers. Even numbers are not sour. Every even number is a natural number. Sally is a negative number. Is the following statement true or false? Sally is not bright., Sally is a negative number. Negative numbers are not bright. Sally is not bright. ,True,Sally is not bright
 Cows are not blue. Each dog is blue. Dogs are sheep. Fae is a dog. Is the following statement true or false? Fae is blue., Fae is a dog. Each dog is blue. Fae is blue. ,True,Fae is blue
 Natural numbers are not red. Numbers are not metallic. Natural numbers are negative numbers. Negative numbers are metallic. Each negative number is an integer. Each integer is not small. Each integer is a composite number. Sally is a negative number. Is the following statement true or false? Sally is metallic., Sally is a negative number. Negative numbers are metallic. Sally is metallic. ,True,Sally is metallic
 Every real number is not hot. Mersenne primes are hot. Every Mersenne prime is a prime number. Max is a Mersenne prime. Is the following statement true or false? Max is hot., Max is a Mersenne prime. Mersenne primes are hot. Max is hot. ,True,Max is hot
 Animals are not spicy. Every insect is spicy. Every insect is an invertebrate. Invertebrates are amenable. Invertebrates are spiders. Spiders are happy. Every spider is a butterfly. Butterflies are not red. Every butterfly is an arthropod. Alex is an insect. Is the following statement true or false? Alex is spicy., Alex is an insect. Every insect is spicy. Alex is spicy. ,True,Alex is spicy
 Each composite number is aggressive. Integers are not aggressive. Each composite number is an even number. Each even number is earthy. Each even number is a Mersenne prime. Sally is a composite number. Is the following statement true or false? Sally is not aggressive., Sally is a composite number. Each composite number is aggressive. Sally is aggressive. ,False,Sally is not aggressive
 Moths are red. Every moth is an arthropod. Each arthropod is dull. Every arthropod is a lepidopteran. Each lepidopteran is not shy. Every insect is not red. Every lepidopteran is a butterfly. Butterflies are bitter. Every butterfly is a spider. Each spider is not metallic. Each spider is an invertebrate. Sally is a moth. Is the following statement true or false? Sally is red., Sally is a moth. Moths are red. Sally is red. ,True,Sally is red
 Each cow is earthy. Each cow is a mammal. Mammals are opaque. Every feline is not earthy. Each mammal is an animal. Polly is a cow. Is the following statement true or false? Polly is earthy., Polly is a cow. Each cow is earthy. Polly is earthy. ,True,Polly is earthy
 Every arthropod is not red. Each arthropod is a spider. Spiders are temperate. Every spider is an invertebrate. Every invertebrate is not sweet. Invertebrates are butterflies. Every butterfly is not aggressive. Butterflies are lepidopterans. Each lepidopteran is fruity. Moths are aggressive. Every lepidopteran is an ant. Ants are happy. Ants are insects. Fae is a butterfly. Is the following statement true or false? Fae is not aggressive., Fae is a butterfly. Every butterfly is not aggressive. Fae is not aggressive. ,True,Fae is not aggressive
 Snakes are small. Felines are not small. Each snake is a cow. Wren is a snake. Is the following statement true or false? Wren is not small., Wren is a snake. Snakes are small. Wren is small. ,False,Wren is not small
 Prime numbers are dull. Every prime number is a composite number. Each composite number is cold. Each composite number is a natural number. Every fraction is not dull. Fae is a prime number. Is the following statement true or false? Fae is not dull., Fae is a prime number. Prime numbers are dull. Fae is dull. ,False,Fae is not dull
 Natural numbers are liquid. Even numbers are not liquid. Natural numbers are negative numbers. Max is a natural number. Is the following statement true or false? Max is not liquid., Max is a natural number. Natural numbers are liquid. Max is liquid. ,False,Max is not liquid
 Moths are not aggressive. Each moth is an animal. Every animal is not sweet. Animals are insects. Butterflies are aggressive. Max is a moth. Is the following statement true or false? Max is aggressive., Max is a moth. Moths are not aggressive. Max is not aggressive. ,False,Max is aggressive
 Invertebrates are small. Each invertebrate is a butterfly. Every animal is not small. Polly is an invertebrate. Is the following statement true or false? Polly is small., Polly is an invertebrate. Invertebrates are small. Polly is small. ,True,Polly is small
 Real numbers are kind. Negative numbers are not kind. Each negative number is a number. Numbers are blue. Each number is a composite number. Composite numbers are sour. Composite numbers are fractions. Fae is a negative number. Is the following statement true or false? Fae is kind., Fae is a negative number. Negative numbers are not kind. Fae is not kind. ,False,Fae is kind
 Snakes are dull. Snakes are animals. Animals are not floral. Animals are carnivores. Every carnivore is not cold. Vertebrates are floral. Carnivores are cows. Each cow is blue. Cows are cats. Every cat is nervous. Cats are mammals. Sally is an animal. Is the following statement true or false? Sally is floral., Sally is an animal. Animals are not floral. Sally is not floral. ,False,Sally is floral
 Every cow is not blue. Cows are carnivores. Carnivores are not shy. Each carnivore is a dog. Every sheep is shy. Dogs are large. Every dog is a vertebrate. Alex is a carnivore. Is the following statement true or false? Alex is shy., Alex is a carnivore. Carnivores are not shy. Alex is not shy. ,False,Alex is shy
 Lepidopterans are not floral. Each arthropod is floral. Every lepidopteran is a butterfly. Polly is a lepidopteran. Is the following statement true or false? Polly is not floral., Polly is a lepidopteran. Lepidopterans are not floral. Polly is not floral. ,True,Polly is not floral
 Each feline is not earthy. Felines are animals. Each sheep is earthy. Animals are not small. Animals are carnivores. Every carnivore is cold. Carnivores are dogs. Dogs are not opaque. Dogs are vertebrates. Stella is a feline. Is the following statement true or false? Stella is not earthy., Stella is a feline. Each feline is not earthy. Stella is not earthy. ,True,Stella is not earthy
 Every feline is earthy. Each feline is a mammal. Mammals are not small. Mammals are sheep. Every sheep is happy. Every sheep is a snake. Every snake is hot. Each snake is an animal. Animals are wooden. Animals are vertebrates. Each vertebrate is transparent. Vertebrates are cats. Each dog is not hot. Cats are aggressive. Cats are carnivores. Carnivores are not sour. Carnivores are cows. Polly is a snake. Is the following statement true or false? Polly is hot., Polly is a snake. Every snake is hot. Polly is hot. ,True,Polly is hot
 Dogs are happy. Dogs are snakes. Every snake is not opaque. Snakes are carnivores. Carnivores are sweet. Each carnivore is a cat. Every cat is not fruity. Cats are felines. Felines are liquid. Animals are opaque. Felines are vertebrates. Every vertebrate is brown. Every vertebrate is a cow. Sally is a snake. Is the following statement true or false? Sally is opaque., Sally is a snake. Every snake is not opaque. Sally is not opaque. ,False,Sally is opaque
 Ants are hot. Butterflies are not hot. Ants are arthropods. Sally is an ant. Is the following statement true or false? Sally is hot., Sally is an ant. Ants are hot. Sally is hot. ,True,Sally is hot
 Butterflies are not fruity. Every butterfly is an animal. Animals are orange. Every animal is an ant. Ants are bright. Each ant is an invertebrate. Invertebrates are not cold. Invertebrates are arthropods. Each arthropod is not transparent. Arthropods are lepidopterans. Moths are not orange. Every lepidopteran is large. Every lepidopteran is an insect. Insects are not aggressive. Each insect is a spider. Every spider is liquid. Every spider is a crustacean. Polly is an animal. Is the following statement true or false? Polly is orange., Polly is an animal. Animals are orange. Polly is orange. ,True,Polly is orange
 Every mammal is angry. Snakes are not angry. Every mammal is a sheep. Sam is a mammal. Is the following statement true or false? Sam is not angry., Sam is a mammal. Every mammal is angry. Sam is angry. ,False,Sam is not angry
 Each mammal is not blue. Every feline is fruity. Mammals are carnivores. Carnivores are not fruity. Each carnivore is a vertebrate. Stella is a carnivore. Is the following statement true or false? Stella is not fruity., Stella is a carnivore. Carnivores are not fruity. Stella is not fruity. ,True,Stella is not fruity
 Cows are opaque. Cows are cats. Cats are not large. Cats are vertebrates. Every snake is not opaque. Every vertebrate is happy. Each vertebrate is a mammal. Mammals are not liquid. Each mammal is a dog. Dogs are hot. Every dog is an animal. Animals are earthy. Every animal is a feline. Each feline is red. Felines are carnivores. Rex is a cow. Is the following statement true or false? Rex is not opaque., Rex is a cow. Cows are opaque. Rex is opaque. ,False,Rex is not opaque
 Every sheep is hot. Each vertebrate is opaque. Vertebrates are snakes. Snakes are metallic. Snakes are carnivores. Every carnivore is not hot. Every carnivore is a cow. Each cow is not aggressive. Cows are mammals. Wren is a carnivore. Is the following statement true or false? Wren is hot., Wren is a carnivore. Every carnivore is not hot. Wren is not hot. ,False,Wren is hot
 Each composite number is red. Even numbers are not red. Each composite number is a negative number. Wren is a composite number. Is the following statement true or false? Wren is red., Wren is a composite number. Each composite number is red. Wren is red. ,True,Wren is red
 Each even number is not cold. Even numbers are integers. Every integer is not blue. Every integer is a prime number. Each negative number is cold. Stella is an even number. Is the following statement true or false? Stella is cold., Stella is an even number. Each even number is not cold. Stella is not cold. ,False,Stella is cold
 Each snake is not wooden. Snakes are cats. Cats are not dull. Cats are mammals. Every carnivore is brown. Mammals are large. Each mammal is a feline. Every feline is temperate. Felines are cows. Cows are not brown. Cows are vertebrates. Fae is a cow. Is the following statement true or false? Fae is not brown., Fae is a cow. Cows are not brown. Fae is not brown. ,True,Fae is not brown
 Butterflies are sour. Butterflies are arthropods. Each arthropod is bright. Every arthropod is an invertebrate. Invertebrates are floral. Each invertebrate is an ant. Each ant is transparent. Each spider is not transparent. Each ant is an insect. Rex is an ant. Is the following statement true or false? Rex is transparent., Rex is an ant. Each ant is transparent. Rex is transparent. ,True,Rex is transparent
 Animals are opaque. Every animal is an invertebrate. Lepidopterans are not earthy. Invertebrates are red. Invertebrates are spiders. Spiders are earthy. Spiders are moths. Every moth is happy. Moths are crustaceans. Each crustacean is metallic. Crustaceans are arthropods. Every arthropod is not angry. Every arthropod is an insect. Insects are dull. Each insect is an ant. Each ant is bitter. Ants are butterflies. Sam is a spider. Is the following statement true or false? Sam is not earthy., Sam is a spider. Spiders are earthy. Sam is earthy. ,False,Sam is not earthy
 Animals are not hot. Each animal is an invertebrate. Invertebrates are not shy. Invertebrates are insects. Insects are not bright. Every moth is large. Every insect is a butterfly. Each butterfly is not large. Butterflies are spiders. Each spider is aggressive. Spiders are ants. Each ant is red. Each ant is a crustacean. Every crustacean is metallic. Every crustacean is a lepidopteran. Sam is a butterfly. Is the following statement true or false? Sam is not large., Sam is a butterfly. Each butterfly is not large. Sam is not large. ,True,Sam is not large
 Cats are not sour. Mammals are dull. Cats are snakes. Snakes are not dull. Snakes are felines. Each feline is not red. Every feline is a sheep. Wren is a snake. Is the following statement true or false? Wren is dull., Wren is a snake. Snakes are not dull. Wren is not dull. ,False,Wren is dull
 Each mammal is not angry. Animals are angry. Animals are snakes. Fae is an animal. Is the following statement true or false? Fae is angry., Fae is an animal. Animals are angry. Fae is angry. ,True,Fae is angry
 Arthropods are not small. Every arthropod is an insect. Insects are transparent. Each insect is an ant. Every ant is hot. Each butterfly is earthy. Every ant is an invertebrate. Each invertebrate is not luminous. Every invertebrate is a lepidopteran. Lepidopterans are mean. Lepidopterans are animals. Every animal is bright. Each animal is a moth. Moths are not earthy. Every moth is a spider. Spiders are bitter. Spiders are crustaceans. Sam is a moth. Is the following statement true or false? Sam is earthy., Sam is a moth. Moths are not earthy. Sam is not earthy. ,False,Sam is earthy
 Each invertebrate is not wooden. Every invertebrate is an arthropod. Every arthropod is sour. Each arthropod is a butterfly. Butterflies are bright. Butterflies are lepidopterans. Each lepidopteran is kind. Lepidopterans are moths. Moths are blue. Moths are animals. Spiders are not sour. Fae is an arthropod. Is the following statement true or false? Fae is sour., Fae is an arthropod. Every arthropod is sour. Fae is sour. ,True,Fae is sour
 Each mammal is not earthy. Sheep are not happy. Every sheep is a cat. Cats are earthy. Each cat is a snake. Snakes are bright. Every snake is an animal. Stella is a cat. Is the following statement true or false? Stella is not earthy., Stella is a cat. Cats are earthy. Stella is earthy. ,False,Stella is not earthy
 Every composite number is earthy. Every composite number is a fraction. Fractions are luminous. Fractions are even numbers. Even numbers are bitter. Even numbers are Mersenne primes. Mersenne primes are not opaque. Integers are not earthy. Mersenne primes are natural numbers. Natural numbers are hot. Every natural number is a negative number. Fae is a composite number. Is the following statement true or false? Fae is earthy., Fae is a composite number. Every composite number is earthy. Fae is earthy. ,True,Fae is earthy
 Mersenne primes are bright. Each Mersenne prime is a number. Every real number is wooden. Each number is not nervous. Numbers are negative numbers. Negative numbers are not wooden. Every negative number is an integer. Polly is a negative number. Is the following statement true or false? Polly is wooden., Polly is a negative number. Negative numbers are not wooden. Polly is not wooden. ,False,Polly is wooden
 Each composite number is not wooden. Each composite number is a natural number. Natural numbers are not blue. Every natural number is a real number. Real numbers are not opaque. Real numbers are negative numbers. Negative numbers are not hot. Negative numbers are Mersenne primes. Mersenne primes are large. Every prime number is opaque. Mersenne primes are fractions. Fractions are not floral. Each fraction is an integer. Fae is a real number. Is the following statement true or false? Fae is not opaque., Fae is a real number. Real numbers are not opaque. Fae is not opaque. ,True,Fae is not opaque
 Carnivores are not feisty. Carnivores are cats. Dogs are feisty. Fae is a carnivore. Is the following statement true or false? Fae is not feisty., Fae is a carnivore. Carnivores are not feisty. Fae is not feisty. ,True,Fae is not feisty
 Snakes are cold. Snakes are sheep. Sheep are not luminous. Each sheep is a mammal. Mammals are not transparent. Each mammal is a carnivore. Every carnivore is shy. Every carnivore is an animal. Each animal is not bright. Animals are dogs. Dogs are bitter. Every dog is a feline. Each feline is not earthy. Each cow is luminous. Felines are vertebrates. Each vertebrate is not blue. Each vertebrate is a cat. Stella is a sheep. Is the following statement true or false? Stella is not luminous., Stella is a sheep. Sheep are not luminous. Stella is not luminous. ,True,Stella is not luminous
 Spiders are aggressive. Each spider is a moth. Moths are not spicy. Moths are ants. Every animal is not aggressive. Every ant is floral. Ants are butterflies. Polly is a spider. Is the following statement true or false? Polly is aggressive., Polly is a spider. Spiders are aggressive. Polly is aggressive. ,True,Polly is aggressive
 Butterflies are mean. Butterflies are animals. Animals are not red. Animals are invertebrates. Each invertebrate is floral. Invertebrates are crustaceans. Crustaceans are shy. Every crustacean is a spider. Each spider is large. Spiders are lepidopterans. Every lepidopteran is not bitter. Arthropods are not shy. Every lepidopteran is a moth. Each moth is dull. Every moth is an ant. Every ant is hot. Ants are insects. Sally is a crustacean. Is the following statement true or false? Sally is shy., Sally is a crustacean. Crustaceans are shy. Sally is shy. ,True,Sally is shy
 Every number is amenable. Numbers are even numbers. Even numbers are orange. Even numbers are real numbers. Real numbers are cold. Real numbers are composite numbers. Every composite number is bitter. Composite numbers are prime numbers. Integers are not floral. Prime numbers are opaque. Prime numbers are negative numbers. Each negative number is floral. Negative numbers are natural numbers. Max is a negative number. Is the following statement true or false? Max is floral., Max is a negative number. Each negative number is floral. Max is floral. ,True,Max is floral
 Mammals are not brown. Each vertebrate is cold. Every vertebrate is a carnivore. Each carnivore is brown. Carnivores are cats. Sally is a carnivore. Is the following statement true or false? Sally is not brown., Sally is a carnivore. Each carnivore is brown. Sally is brown. ,False,Sally is not brown
 Every arthropod is not hot. Spiders are not large. Arthropods are ants. Each ant is large. Every ant is a lepidopteran. Fae is an ant. Is the following statement true or false? Fae is large., Fae is an ant. Each ant is large. Fae is large. ,True,Fae is large
 Each prime number is blue. Integers are not shy. Each integer is a composite number. Every composite number is not temperate. Every composite number is a fraction. Fractions are not blue. Every fraction is a real number. Every real number is not luminous. Real numbers are negative numbers. Alex is a fraction. Is the following statement true or false? Alex is blue., Alex is a fraction. Fractions are not blue. Alex is not blue. ,False,Alex is blue
 Each number is not small. Numbers are Mersenne primes. Each Mersenne prime is wooden. Mersenne primes are natural numbers. Every natural number is not bitter. Natural numbers are integers. Integers are happy. Integers are negative numbers. Each negative number is not earthy. Negative numbers are fractions. Each real number is small. Fae is a number. Is the following statement true or false? Fae is small., Fae is a number. Each number is not small. Fae is not small. ,False,Fae is small
 Felines are not small. Each dog is not bright. Every feline is a mammal. Each mammal is not hot. Mammals are carnivores. Each carnivore is metallic. Each carnivore is a cat. Cats are bright. Each cat is a cow. Every cow is transparent. Every cow is an animal. Max is a cat. Is the following statement true or false? Max is bright., Max is a cat. Cats are bright. Max is bright. ,True,Max is bright
 Every negative number is not temperate. Every negative number is a prime number. Every prime number is small. Composite numbers are sweet. Every prime number is a Mersenne prime. Mersenne primes are not sweet. Mersenne primes are real numbers. Polly is a Mersenne prime. Is the following statement true or false? Polly is sweet., Polly is a Mersenne prime. Mersenne primes are not sweet. Polly is not sweet. ,False,Polly is sweet
 Every Mersenne prime is bright. Every Mersenne prime is a composite number. Every composite number is not large. Every composite number is an integer. Each integer is opaque. Negative numbers are sour. Integers are real numbers. Each real number is not sour. Every real number is a prime number. Prime numbers are cold. Prime numbers are natural numbers. Sally is a real number. Is the following statement true or false? Sally is sour., Sally is a real number. Each real number is not sour. Sally is not sour. ,False,Sally is sour
