question,answer,ground_truth,query
 Spiders are earthy. Spiders are arthropods. Arthropods are not luminous. Arthropods are lepidopterans. Each lepidopteran is bright. Lepidopterans are insects. Insects are large. Insects are invertebrates. Every invertebrate is feisty. Invertebrates are animals. Animals are angry. Each moth is not temperate. Each animal is a butterfly. Every butterfly is transparent. Butterflies are crustaceans. Crustaceans are temperate. Crustaceans are ants. Polly is an insect. Is the following statement true or false? Polly is temperate., Polly is an insect. Insects are invertebrates. Polly is an invertebrate. Invertebrates are animals. Polly is an animal. Each animal is a butterfly. Polly is a butterfly. Butterflies are crustaceans. Polly is a crustacean. Crustaceans are temperate. Polly is temperate. ,True,Polly is temperate
 Even numbers are metallic. Each even number is a number. Numbers are not bright. Each number is a negative number. Negative numbers are angry. Negative numbers are fractions. Each fraction is opaque. Each fraction is a real number. Real numbers are large. Real numbers are composite numbers. Composite numbers are hot. Each composite number is a Mersenne prime. Natural numbers are not sweet. Every Mersenne prime is earthy. Each Mersenne prime is an integer. Each integer is sweet. Each integer is a prime number. Stella is a fraction. Is the following statement true or false? Stella is sweet., Stella is a fraction. Each fraction is a real number. Stella is a real number. Real numbers are composite numbers. Stella is a composite number. Each composite number is a Mersenne prime. Stella is a Mersenne prime. Each Mersenne prime is an integer. Stella is an integer. Each integer is sweet. Stella is sweet. ,True,Stella is sweet
 Each negative number is transparent. Every negative number is an integer. Every integer is blue. Composite numbers are small. Integers are natural numbers. Every natural number is not luminous. Natural numbers are numbers. Each number is aggressive. Every number is a real number. Real numbers are not small. Real numbers are prime numbers. Fae is a negative number. Is the following statement true or false? Fae is small., Fae is a negative number. Every negative number is an integer. Fae is an integer. Integers are natural numbers. Fae is a natural number. Natural numbers are numbers. Fae is a number. Every number is a real number. Fae is a real number. Real numbers are not small. Fae is not small. ,False,Fae is small
 Animals are bright. Animals are ants. Ants are red. Each ant is a lepidopteran. Lepidopterans are kind. Every lepidopteran is a butterfly. Butterflies are luminous. Butterflies are moths. Every moth is large. Moths are crustaceans. Every crustacean is temperate. Each crustacean is a spider. Arthropods are sour. Each spider is nervous. Every spider is an invertebrate. Invertebrates are not sour. Every invertebrate is an insect. Sam is a butterfly. Is the following statement true or false? Sam is not sour., Sam is a butterfly. Butterflies are moths. Sam is a moth. Moths are crustaceans. Sam is a crustacean. Each crustacean is a spider. Sam is a spider. Every spider is an invertebrate. Sam is an invertebrate. Invertebrates are not sour. Sam is not sour. ,True,Sam is not sour
 Sheep are not dull. Sheep are dogs. Every dog is not orange. Dogs are cows. Each cow is bitter. Every cow is a cat. Cats are nervous. Every cat is a snake. Each snake is not kind. Each snake is an animal. Every animal is temperate. Animals are mammals. Each mammal is fruity. Every mammal is a vertebrate. Vertebrates are not wooden. Carnivores are kind. Every vertebrate is a feline. Max is a sheep. Is the following statement true or false? Max is kind., Max is a sheep. Sheep are dogs. Max is a dog. Dogs are cows. Max is a cow. Every cow is a cat. Max is a cat. Every cat is a snake. Max is a snake. Each snake is not kind. Max is not kind. ,False,Max is kind
 Snakes are temperate. Snakes are cats. Mammals are large. Every cat is not transparent. Each cat is a feline. Each feline is not bitter. Every feline is an animal. Animals are luminous. Every animal is a dog. Dogs are not large. Dogs are carnivores. Every carnivore is bright. Every carnivore is a cow. Fae is a snake. Is the following statement true or false? Fae is large., Fae is a snake. Snakes are cats. Fae is a cat. Each cat is a feline. Fae is a feline. Every feline is an animal. Fae is an animal. Every animal is a dog. Fae is a dog. Dogs are not large. Fae is not large. ,False,Fae is large
 Butterflies are not liquid. Butterflies are animals. Animals are not hot. Every animal is a crustacean. Crustaceans are large. Crustaceans are moths. Each moth is not nervous. Each moth is an invertebrate. Each invertebrate is not bitter. Invertebrates are ants. Every ant is aggressive. Ants are spiders. Each spider is orange. Spiders are insects. Arthropods are not orange. Insects are floral. Every insect is a lepidopteran. Stella is a crustacean. Is the following statement true or false? Stella is not orange., Stella is a crustacean. Crustaceans are moths. Stella is a moth. Each moth is an invertebrate. Stella is an invertebrate. Invertebrates are ants. Stella is an ant. Ants are spiders. Stella is a spider. Each spider is orange. Stella is orange. ,False,Stella is not orange
 Each natural number is metallic. Each natural number is a composite number. Composite numbers are floral. Composite numbers are fractions. Every fraction is large. Fractions are numbers. Numbers are not hot. Numbers are real numbers. Every real number is not transparent. Each real number is a prime number. Prime numbers are orange. Each integer is transparent. Prime numbers are even numbers. Alex is a natural number. Is the following statement true or false? Alex is transparent., Alex is a natural number. Each natural number is a composite number. Alex is a composite number. Composite numbers are fractions. Alex is a fraction. Fractions are numbers. Alex is a number. Numbers are real numbers. Alex is a real number. Every real number is not transparent. Alex is not transparent. ,False,Alex is transparent
 Every snake is not sweet. Snakes are felines. Each feline is not liquid. Each feline is a cat. Each cat is amenable. Every cat is a cow. Each cow is cold. Cows are carnivores. Carnivores are opaque. Every carnivore is a dog. Dogs are not large. Dogs are vertebrates. Every vertebrate is bright. Vertebrates are mammals. Every sheep is brown. Each mammal is not brown. Mammals are animals. Rex is a cow. Is the following statement true or false? Rex is not brown., Rex is a cow. Cows are carnivores. Rex is a carnivore. Every carnivore is a dog. Rex is a dog. Dogs are vertebrates. Rex is a vertebrate. Vertebrates are mammals. Rex is a mammal. Each mammal is not brown. Rex is not brown. ,True,Rex is not brown
 Every feline is not floral. Each feline is an animal. Every animal is transparent. Each animal is a vertebrate. Sheep are temperate. Vertebrates are blue. Every vertebrate is a cat. Every cat is kind. Cats are mammals. Each mammal is spicy. Each mammal is a carnivore. Every carnivore is liquid. Carnivores are snakes. Every snake is large. Snakes are cows. Cows are not temperate. Every cow is a dog. Rex is a cat. Is the following statement true or false? Rex is not temperate., Rex is a cat. Cats are mammals. Rex is a mammal. Each mammal is a carnivore. Rex is a carnivore. Carnivores are snakes. Rex is a snake. Snakes are cows. Rex is a cow. Cows are not temperate. Rex is not temperate. ,True,Rex is not temperate
 Ants are luminous. Every ant is a spider. Spiders are hot. Each spider is a moth. Each animal is large. Moths are red. Each moth is an insect. Insects are opaque. Every insect is an arthropod. Arthropods are not shy. Arthropods are butterflies. Butterflies are not dull. Butterflies are crustaceans. Each crustacean is not large. Every crustacean is an invertebrate. Every invertebrate is floral. Invertebrates are lepidopterans. Fae is a moth. Is the following statement true or false? Fae is not large., Fae is a moth. Each moth is an insect. Fae is an insect. Every insect is an arthropod. Fae is an arthropod. Arthropods are butterflies. Fae is a butterfly. Butterflies are crustaceans. Fae is a crustacean. Each crustacean is not large. Fae is not large. ,True,Fae is not large
 Each snake is orange. Every snake is a mammal. Mammals are not earthy. Mammals are animals. Each animal is not bright. Animals are cats. Each cat is not luminous. Every cat is a sheep. Each sheep is not cold. Sheep are carnivores. Vertebrates are transparent. Carnivores are not bitter. Every carnivore is a feline. Felines are amenable. Every feline is a cow. Every cow is not transparent. Every cow is a dog. Stella is a cat. Is the following statement true or false? Stella is transparent., Stella is a cat. Every cat is a sheep. Stella is a sheep. Sheep are carnivores. Stella is a carnivore. Every carnivore is a feline. Stella is a feline. Every feline is a cow. Stella is a cow. Every cow is not transparent. Stella is not transparent. ,False,Stella is transparent
 Every real number is metallic. Real numbers are even numbers. Each even number is not nervous. Numbers are not temperate. Every even number is a fraction. Each fraction is angry. Each fraction is a prime number. Each prime number is not bright. Every prime number is a Mersenne prime. Every Mersenne prime is temperate. Mersenne primes are negative numbers. Every negative number is fruity. Each negative number is a natural number. Natural numbers are large. Each natural number is an integer. Each integer is blue. Integers are composite numbers. Stella is a real number. Is the following statement true or false? Stella is not temperate., Stella is a real number. Real numbers are even numbers. Stella is an even number. Every even number is a fraction. Stella is a fraction. Each fraction is a prime number. Stella is a prime number. Every prime number is a Mersenne prime. Stella is a Mersenne prime. Every Mersenne prime is temperate. Stella is temperate. ,False,Stella is not temperate
 Dogs are earthy. Each dog is a sheep. Sheep are wooden. Sheep are animals. Every animal is not blue. Animals are snakes. Snakes are hot. Snakes are cats. Every cat is not amenable. Cats are vertebrates. Every vertebrate is large. Vertebrates are cows. Every cow is sour. Each cow is a feline. Each feline is happy. Every carnivore is not large. Each feline is a mammal. Sally is a sheep. Is the following statement true or false? Sally is not large., Sally is a sheep. Sheep are animals. Sally is an animal. Animals are snakes. Sally is a snake. Snakes are cats. Sally is a cat. Cats are vertebrates. Sally is a vertebrate. Every vertebrate is large. Sally is large. ,False,Sally is not large
 Each even number is not earthy. Even numbers are negative numbers. Each negative number is opaque. Each negative number is a real number. Prime numbers are blue. Every real number is not dull. Real numbers are numbers. Numbers are wooden. Numbers are composite numbers. Composite numbers are small. Composite numbers are Mersenne primes. Mersenne primes are not blue. Each Mersenne prime is an integer. Integers are bitter. Integers are natural numbers. Every natural number is hot. Natural numbers are fractions. Fae is a negative number. Is the following statement true or false? Fae is not blue., Fae is a negative number. Each negative number is a real number. Fae is a real number. Real numbers are numbers. Fae is a number. Numbers are composite numbers. Fae is a composite number. Composite numbers are Mersenne primes. Fae is a Mersenne prime. Mersenne primes are not blue. Fae is not blue. ,True,Fae is not blue
 Every integer is large. Integers are prime numbers. Every prime number is sour. Each prime number is a natural number. Natural numbers are luminous. Natural numbers are real numbers. Real numbers are not shy. Real numbers are composite numbers. Each Mersenne prime is angry. Composite numbers are temperate. Composite numbers are even numbers. Each even number is not angry. Even numbers are negative numbers. Each negative number is brown. Every negative number is a fraction. Every fraction is not bright. Every fraction is a number. Sam is a prime number. Is the following statement true or false? Sam is not angry., Sam is a prime number. Each prime number is a natural number. Sam is a natural number. Natural numbers are real numbers. Sam is a real number. Real numbers are composite numbers. Sam is a composite number. Composite numbers are even numbers. Sam is an even number. Each even number is not angry. Sam is not angry. ,True,Sam is not angry
 Each vertebrate is bitter. Every carnivore is luminous. Carnivores are cows. Cows are not blue. Cows are animals. Animals are not dull. Animals are dogs. Dogs are not opaque. Dogs are snakes. Each snake is not bitter. Snakes are mammals. Rex is a carnivore. Is the following statement true or false? Rex is not bitter., Rex is a carnivore. Carnivores are cows. Rex is a cow. Cows are animals. Rex is an animal. Animals are dogs. Rex is a dog. Dogs are snakes. Rex is a snake. Each snake is not bitter. Rex is not bitter. ,True,Rex is not bitter
 Invertebrates are dull. Every invertebrate is a spider. Spiders are temperate. Spiders are arthropods. Arthropods are not feisty. Each arthropod is a crustacean. Every butterfly is not luminous. Crustaceans are kind. Crustaceans are lepidopterans. Each lepidopteran is large. Lepidopterans are insects. Each insect is not orange. Every insect is an animal. Animals are not earthy. Animals are moths. Moths are luminous. Every moth is an ant. Sam is a crustacean. Is the following statement true or false? Sam is not luminous., Sam is a crustacean. Crustaceans are lepidopterans. Sam is a lepidopteran. Lepidopterans are insects. Sam is an insect. Every insect is an animal. Sam is an animal. Animals are moths. Sam is a moth. Moths are luminous. Sam is luminous. ,False,Sam is not luminous
 Every ant is small. Ants are butterflies. Butterflies are not fruity. Butterflies are moths. Each moth is spicy. Moths are crustaceans. Every animal is not red. Crustaceans are aggressive. Each crustacean is an insect. Each insect is happy. Each insect is a spider. Spiders are transparent. Each spider is an invertebrate. Invertebrates are red. Invertebrates are lepidopterans. Every lepidopteran is not temperate. Lepidopterans are arthropods. Polly is a moth. Is the following statement true or false? Polly is red., Polly is a moth. Moths are crustaceans. Polly is a crustacean. Each crustacean is an insect. Polly is an insect. Each insect is a spider. Polly is a spider. Each spider is an invertebrate. Polly is an invertebrate. Invertebrates are red. Polly is red. ,True,Polly is red
 Mersenne primes are sweet. Mersenne primes are composite numbers. Composite numbers are bright. Composite numbers are integers. Integers are feisty. Every integer is a real number. Every real number is temperate. Real numbers are fractions. Fractions are blue. Every fraction is a prime number. Prime numbers are not luminous. Every prime number is a natural number. Every even number is not blue. Natural numbers are floral. Every natural number is a negative number. Each negative number is not small. Negative numbers are numbers. Sally is a Mersenne prime. Is the following statement true or false? Sally is not blue., Sally is a Mersenne prime. Mersenne primes are composite numbers. Sally is a composite number. Composite numbers are integers. Sally is an integer. Every integer is a real number. Sally is a real number. Real numbers are fractions. Sally is a fraction. Fractions are blue. Sally is blue. ,False,Sally is not blue
 Felines are temperate. Each feline is a vertebrate. Vertebrates are large. Vertebrates are sheep. Every sheep is bitter. Each sheep is an animal. Snakes are wooden. Animals are not floral. Each animal is a cat. Every cat is dull. Cats are carnivores. Each carnivore is opaque. Every carnivore is a mammal. Mammals are not wooden. Mammals are dogs. Every dog is kind. Dogs are cows. Wren is a sheep. Is the following statement true or false? Wren is wooden., Wren is a sheep. Each sheep is an animal. Wren is an animal. Each animal is a cat. Wren is a cat. Cats are carnivores. Wren is a carnivore. Every carnivore is a mammal. Wren is a mammal. Mammals are not wooden. Wren is not wooden. ,False,Wren is wooden
 Each spider is hot. Spiders are crustaceans. Arthropods are not earthy. Crustaceans are not large. Every crustacean is an invertebrate. Each invertebrate is red. Every invertebrate is a butterfly. Butterflies are not transparent. Butterflies are lepidopterans. Each lepidopteran is luminous. Each lepidopteran is an ant. Ants are amenable. Ants are animals. Each animal is earthy. Animals are insects. Each insect is happy. Insects are moths. Rex is an invertebrate. Is the following statement true or false? Rex is not earthy., Rex is an invertebrate. Every invertebrate is a butterfly. Rex is a butterfly. Butterflies are lepidopterans. Rex is a lepidopteran. Each lepidopteran is an ant. Rex is an ant. Ants are animals. Rex is an animal. Each animal is earthy. Rex is earthy. ,False,Rex is not earthy
 Every real number is not dull. Each real number is an even number. Every even number is wooden. Every even number is a prime number. Prime numbers are large. Composite numbers are fruity. Each prime number is a natural number. Every natural number is spicy. Each natural number is a number. Every number is transparent. Each number is a Mersenne prime. Every Mersenne prime is not fruity. Mersenne primes are integers. Integers are orange. Integers are fractions. Fractions are cold. Fractions are negative numbers. Sam is an even number. Is the following statement true or false? Sam is fruity., Sam is an even number. Every even number is a prime number. Sam is a prime number. Each prime number is a natural number. Sam is a natural number. Each natural number is a number. Sam is a number. Each number is a Mersenne prime. Sam is a Mersenne prime. Every Mersenne prime is not fruity. Sam is not fruity. ,False,Sam is fruity
 Every snake is floral. Snakes are vertebrates. Vertebrates are not sweet. Vertebrates are felines. Every feline is nervous. Felines are carnivores. Every carnivore is not blue. Carnivores are cows. Every cow is dull. Every cow is a mammal. Mammals are liquid. Every mammal is a cat. Each dog is not liquid. Each cat is small. Cats are sheep. Every sheep is transparent. Sheep are animals. Max is a vertebrate. Is the following statement true or false? Max is not liquid., Max is a vertebrate. Vertebrates are felines. Max is a feline. Felines are carnivores. Max is a carnivore. Carnivores are cows. Max is a cow. Every cow is a mammal. Max is a mammal. Mammals are liquid. Max is liquid. ,False,Max is not liquid
 Each cow is fruity. Snakes are transparent. Every cow is a cat. Cats are kind. Cats are sheep. Sheep are feisty. Every sheep is a vertebrate. Each vertebrate is brown. Vertebrates are dogs. Dogs are large. Dogs are animals. Each animal is not transparent. Animals are carnivores. Every carnivore is liquid. Carnivores are mammals. Every mammal is spicy. Every mammal is a feline. Stella is a cat. Is the following statement true or false? Stella is not transparent., Stella is a cat. Cats are sheep. Stella is a sheep. Every sheep is a vertebrate. Stella is a vertebrate. Vertebrates are dogs. Stella is a dog. Dogs are animals. Stella is an animal. Each animal is not transparent. Stella is not transparent. ,True,Stella is not transparent
 Every sheep is not kind. Every sheep is a snake. Every snake is not sour. Felines are wooden. Each snake is a carnivore. Every carnivore is hot. Every carnivore is a vertebrate. Every vertebrate is earthy. Vertebrates are mammals. Every mammal is not wooden. Each mammal is a cow. Each cow is bright. Cows are dogs. Dogs are not large. Dogs are cats. Each cat is red. Each cat is an animal. Rex is a sheep. Is the following statement true or false? Rex is wooden., Rex is a sheep. Every sheep is a snake. Rex is a snake. Each snake is a carnivore. Rex is a carnivore. Every carnivore is a vertebrate. Rex is a vertebrate. Vertebrates are mammals. Rex is a mammal. Every mammal is not wooden. Rex is not wooden. ,False,Rex is wooden
 Each animal is hot. Animals are ants. Each ant is transparent. Each ant is an arthropod. Each arthropod is wooden. Arthropods are butterflies. Every butterfly is small. Butterflies are insects. Each insect is not bitter. Insects are lepidopterans. Lepidopterans are mean. Lepidopterans are crustaceans. Spiders are not dull. Each crustacean is dull. Every crustacean is a moth. Stella is an arthropod. Is the following statement true or false? Stella is dull., Stella is an arthropod. Arthropods are butterflies. Stella is a butterfly. Butterflies are insects. Stella is an insect. Insects are lepidopterans. Stella is a lepidopteran. Lepidopterans are crustaceans. Stella is a crustacean. Each crustacean is dull. Stella is dull. ,True,Stella is dull
 Each composite number is mean. Each composite number is a prime number. Prime numbers are small. Each prime number is an integer. Fractions are transparent. Integers are hot. Integers are real numbers. Every real number is bright. Every real number is an even number. Each even number is shy. Even numbers are natural numbers. Each natural number is not transparent. Each natural number is a Mersenne prime. Every Mersenne prime is not luminous. Every Mersenne prime is a negative number. Each negative number is not fruity. Negative numbers are numbers. Alex is a prime number. Is the following statement true or false? Alex is transparent., Alex is a prime number. Each prime number is an integer. Alex is an integer. Integers are real numbers. Alex is a real number. Every real number is an even number. Alex is an even number. Even numbers are natural numbers. Alex is a natural number. Each natural number is not transparent. Alex is not transparent. ,False,Alex is transparent
 Insects are earthy. Insects are spiders. Spiders are not hot. Spiders are ants. Every ant is transparent. Every animal is dull. Every ant is an invertebrate. Invertebrates are small. Every invertebrate is a moth. Every moth is not angry. Each moth is an arthropod. Arthropods are nervous. Arthropods are butterflies. Every butterfly is not dull. Butterflies are lepidopterans. Lepidopterans are not wooden. Lepidopterans are crustaceans. Sally is an ant. Is the following statement true or false? Sally is dull., Sally is an ant. Every ant is an invertebrate. Sally is an invertebrate. Every invertebrate is a moth. Sally is a moth. Each moth is an arthropod. Sally is an arthropod. Arthropods are butterflies. Sally is a butterfly. Every butterfly is not dull. Sally is not dull. ,False,Sally is dull
 Each feline is spicy. Felines are dogs. Every dog is not small. Dogs are carnivores. Carnivores are liquid. Each carnivore is a mammal. Mammals are not kind. Cows are floral. Each mammal is an animal. Animals are not opaque. Animals are cats. Cats are not floral. Cats are snakes. Alex is a dog. Is the following statement true or false? Alex is floral., Alex is a dog. Dogs are carnivores. Alex is a carnivore. Each carnivore is a mammal. Alex is a mammal. Each mammal is an animal. Alex is an animal. Animals are cats. Alex is a cat. Cats are not floral. Alex is not floral. ,False,Alex is floral
 Each dog is not transparent. Every feline is not earthy. Every dog is a cow. Every cow is brown. Cows are mammals. Every mammal is large. Each mammal is a vertebrate. Vertebrates are cold. Each vertebrate is a sheep. Every sheep is earthy. Sheep are snakes. Snakes are sweet. Every snake is a carnivore. Each carnivore is not amenable. Carnivores are animals. Every animal is metallic. Every animal is a cat. Polly is a dog. Is the following statement true or false? Polly is earthy., Polly is a dog. Every dog is a cow. Polly is a cow. Cows are mammals. Polly is a mammal. Each mammal is a vertebrate. Polly is a vertebrate. Each vertebrate is a sheep. Polly is a sheep. Every sheep is earthy. Polly is earthy. ,True,Polly is earthy
 Every natural number is angry. Natural numbers are prime numbers. Each prime number is red. Every number is feisty. Prime numbers are even numbers. Even numbers are wooden. Each even number is a negative number. Negative numbers are bright. Every negative number is a Mersenne prime. Mersenne primes are cold. Every Mersenne prime is an integer. Every integer is opaque. Every integer is a composite number. Each composite number is sour. Each composite number is a real number. Every real number is not feisty. Real numbers are fractions. Alex is a negative number. Is the following statement true or false? Alex is not feisty., Alex is a negative number. Every negative number is a Mersenne prime. Alex is a Mersenne prime. Every Mersenne prime is an integer. Alex is an integer. Every integer is a composite number. Alex is a composite number. Each composite number is a real number. Alex is a real number. Every real number is not feisty. Alex is not feisty. ,True,Alex is not feisty
 Sheep are fruity. Sheep are cows. Cows are not orange. Every cow is a snake. Each snake is hot. Each snake is a dog. Dogs are large. Dogs are carnivores. Each carnivore is not kind. Carnivores are felines. Each cat is nervous. Every feline is not nervous. Felines are vertebrates. Each vertebrate is wooden. Vertebrates are mammals. Every mammal is not transparent. Each mammal is an animal. Alex is a cow. Is the following statement true or false? Alex is nervous., Alex is a cow. Every cow is a snake. Alex is a snake. Each snake is a dog. Alex is a dog. Dogs are carnivores. Alex is a carnivore. Carnivores are felines. Alex is a feline. Every feline is not nervous. Alex is not nervous. ,False,Alex is nervous
 Moths are opaque. Animals are not bitter. Animals are lepidopterans. Every lepidopteran is not cold. Every lepidopteran is an ant. Ants are not earthy. Ants are spiders. Every spider is kind. Every spider is an insect. Every insect is not opaque. Insects are butterflies. Wren is an animal. Is the following statement true or false? Wren is opaque., Wren is an animal. Animals are lepidopterans. Wren is a lepidopteran. Every lepidopteran is an ant. Wren is an ant. Ants are spiders. Wren is a spider. Every spider is an insect. Wren is an insect. Every insect is not opaque. Wren is not opaque. ,False,Wren is opaque
 Animals are not luminous. Each animal is an insect. Each insect is large. Moths are not dull. Insects are arthropods. Every arthropod is not bitter. Arthropods are crustaceans. Every crustacean is kind. Crustaceans are lepidopterans. Each lepidopteran is dull. Each lepidopteran is a spider. Each spider is red. Spiders are ants. Ants are hot. Ants are invertebrates. Every invertebrate is not feisty. Invertebrates are butterflies. Alex is an animal. Is the following statement true or false? Alex is not dull., Alex is an animal. Each animal is an insect. Alex is an insect. Insects are arthropods. Alex is an arthropod. Arthropods are crustaceans. Alex is a crustacean. Crustaceans are lepidopterans. Alex is a lepidopteran. Each lepidopteran is dull. Alex is dull. ,False,Alex is not dull
 Crustaceans are fruity. Each crustacean is a moth. Moths are not opaque. Moths are butterflies. Every butterfly is red. Butterflies are invertebrates. Invertebrates are not hot. Invertebrates are insects. Each insect is bright. Insects are spiders. Each arthropod is sweet. Every spider is angry. Spiders are ants. Ants are not shy. Every ant is an animal. Animals are not sweet. Animals are lepidopterans. Wren is an invertebrate. Is the following statement true or false? Wren is sweet., Wren is an invertebrate. Invertebrates are insects. Wren is an insect. Insects are spiders. Wren is a spider. Spiders are ants. Wren is an ant. Every ant is an animal. Wren is an animal. Animals are not sweet. Wren is not sweet. ,False,Wren is sweet
 Even numbers are wooden. Each even number is a negative number. Fractions are kind. Every negative number is not large. Each negative number is an integer. Every integer is bright. Each integer is a real number. Real numbers are temperate. Every real number is a Mersenne prime. Mersenne primes are opaque. Each Mersenne prime is a natural number. Natural numbers are not kind. Each natural number is a prime number. Prime numbers are not floral. Every prime number is a composite number. Composite numbers are not feisty. Every composite number is a number. Polly is a negative number. Is the following statement true or false? Polly is not kind., Polly is a negative number. Each negative number is an integer. Polly is an integer. Each integer is a real number. Polly is a real number. Every real number is a Mersenne prime. Polly is a Mersenne prime. Each Mersenne prime is a natural number. Polly is a natural number. Natural numbers are not kind. Polly is not kind. ,True,Polly is not kind
 Each fraction is angry. Every fraction is a real number. Real numbers are not transparent. Every real number is a number. Each number is not orange. Integers are not wooden. Numbers are even numbers. Even numbers are sweet. Every even number is a Mersenne prime. Each Mersenne prime is earthy. Mersenne primes are natural numbers. Each natural number is small. Each natural number is a negative number. Each negative number is not feisty. Every negative number is a composite number. Composite numbers are wooden. Each composite number is a prime number. Fae is an even number. Is the following statement true or false? Fae is wooden., Fae is an even number. Every even number is a Mersenne prime. Fae is a Mersenne prime. Mersenne primes are natural numbers. Fae is a natural number. Each natural number is a negative number. Fae is a negative number. Every negative number is a composite number. Fae is a composite number. Composite numbers are wooden. Fae is wooden. ,True,Fae is wooden
 Lepidopterans are not blue. Lepidopterans are crustaceans. Crustaceans are not feisty. Crustaceans are moths. Every moth is not luminous. Spiders are cold. Every moth is an animal. Animals are bright. Animals are invertebrates. Invertebrates are sweet. Invertebrates are insects. Insects are opaque. Insects are arthropods. Arthropods are not cold. Each arthropod is a butterfly. Max is a moth. Is the following statement true or false? Max is cold., Max is a moth. Every moth is an animal. Max is an animal. Animals are invertebrates. Max is an invertebrate. Invertebrates are insects. Max is an insect. Insects are arthropods. Max is an arthropod. Arthropods are not cold. Max is not cold. ,False,Max is cold
 Each arthropod is spicy. Arthropods are spiders. Spiders are floral. Every spider is a butterfly. Each butterfly is large. Each butterfly is a moth. Every moth is not red. Each moth is a crustacean. Crustaceans are dull. Crustaceans are lepidopterans. Lepidopterans are transparent. Lepidopterans are invertebrates. Animals are not temperate. Invertebrates are temperate. Invertebrates are insects. Insects are not wooden. Every insect is an ant. Sam is a butterfly. Is the following statement true or false? Sam is temperate., Sam is a butterfly. Each butterfly is a moth. Sam is a moth. Each moth is a crustacean. Sam is a crustacean. Crustaceans are lepidopterans. Sam is a lepidopteran. Lepidopterans are invertebrates. Sam is an invertebrate. Invertebrates are temperate. Sam is temperate. ,True,Sam is temperate
 Each moth is not bright. Moths are invertebrates. Invertebrates are large. Every invertebrate is an arthropod. Each arthropod is brown. Each arthropod is a crustacean. Crustaceans are fruity. Crustaceans are insects. Each insect is not spicy. Insects are spiders. Each spider is transparent. Spiders are butterflies. Animals are spicy. Every butterfly is temperate. Every butterfly is an ant. Every ant is luminous. Ants are lepidopterans. Max is a moth. Is the following statement true or false? Max is not spicy., Max is a moth. Moths are invertebrates. Max is an invertebrate. Every invertebrate is an arthropod. Max is an arthropod. Each arthropod is a crustacean. Max is a crustacean. Crustaceans are insects. Max is an insect. Each insect is not spicy. Max is not spicy. ,True,Max is not spicy
 Snakes are brown. Snakes are mammals. Each mammal is sweet. Mammals are animals. Every animal is transparent. Animals are cows. Each cow is wooden. Cows are cats. Every cat is large. Each cat is a carnivore. Carnivores are kind. Each carnivore is a vertebrate. Every vertebrate is not dull. Every vertebrate is a sheep. Every sheep is not hot. Dogs are not large. Each sheep is a feline. Max is a snake. Is the following statement true or false? Max is not large., Max is a snake. Snakes are mammals. Max is a mammal. Mammals are animals. Max is an animal. Animals are cows. Max is a cow. Cows are cats. Max is a cat. Every cat is large. Max is large. ,False,Max is not large
 Every prime number is not red. Prime numbers are even numbers. Even numbers are sour. Even numbers are Mersenne primes. Each Mersenne prime is angry. Every negative number is not hot. Each Mersenne prime is a natural number. Natural numbers are bright. Each natural number is a fraction. Every fraction is hot. Fractions are integers. Integers are earthy. Each integer is a composite number. Each composite number is happy. Each composite number is a real number. Each real number is small. Every real number is a number. Sally is a prime number. Is the following statement true or false? Sally is not hot., Sally is a prime number. Prime numbers are even numbers. Sally is an even number. Even numbers are Mersenne primes. Sally is a Mersenne prime. Each Mersenne prime is a natural number. Sally is a natural number. Each natural number is a fraction. Sally is a fraction. Every fraction is hot. Sally is hot. ,False,Sally is not hot
 Every vertebrate is not happy. Vertebrates are mammals. Each mammal is sour. Every feline is not opaque. Each mammal is a snake. Each snake is luminous. Snakes are sheep. Sheep are hot. Every sheep is a dog. Every dog is not amenable. Every dog is a cow. Cows are small. Cows are cats. Every cat is opaque. Each cat is an animal. Animals are not orange. Every animal is a carnivore. Polly is a snake. Is the following statement true or false? Polly is opaque., Polly is a snake. Snakes are sheep. Polly is a sheep. Every sheep is a dog. Polly is a dog. Every dog is a cow. Polly is a cow. Cows are cats. Polly is a cat. Every cat is opaque. Polly is opaque. ,True,Polly is opaque
 Every carnivore is not red. Carnivores are sheep. Sheep are earthy. Sheep are mammals. Every mammal is not happy. Mammals are snakes. Every snake is metallic. Every snake is a cat. Every cat is not dull. Animals are dull. Each cat is a dog. Stella is a carnivore. Is the following statement true or false? Stella is not dull., Stella is a carnivore. Carnivores are sheep. Stella is a sheep. Sheep are mammals. Stella is a mammal. Mammals are snakes. Stella is a snake. Every snake is a cat. Stella is a cat. Every cat is not dull. Stella is not dull. ,True,Stella is not dull
 Ants are not kind. Ants are arthropods. Every arthropod is transparent. Every arthropod is a butterfly. Every butterfly is liquid. Every butterfly is a lepidopteran. Lepidopterans are not sweet. Each lepidopteran is a spider. Each spider is not cold. Every spider is a moth. Each moth is large. Moths are invertebrates. Crustaceans are not large. Invertebrates are shy. Each invertebrate is an animal. Every animal is blue. Animals are insects. Sam is an arthropod. Is the following statement true or false? Sam is not large., Sam is an arthropod. Every arthropod is a butterfly. Sam is a butterfly. Every butterfly is a lepidopteran. Sam is a lepidopteran. Each lepidopteran is a spider. Sam is a spider. Every spider is a moth. Sam is a moth. Each moth is large. Sam is large. ,False,Sam is not large
