Unnamed: 0,question,answer,ground_truth,query
1972, Every animal is not metallic. Animals are arthropods. Spiders are fruity. Each arthropod is shy. Arthropods are ants. Every ant is not fruity. Ants are lepidopterans. Each lepidopteran is orange. Lepidopterans are insects. Insects are sweet. Each insect is a crustacean. Crustaceans are mean. Crustaceans are butterflies. Sally is an animal. Is the following statement true or false? Sally is not fruity., Sally is an animal. Animals are arthropods. Sally is an arthropod. Arthropods are ants. Sally is an ant. Every ant is not fruity. Sally is not fruity. ,True,Sally is not fruity
1973, Every insect is luminous. Each insect is an animal. Animals are blue. Animals are lepidopterans. Lepidopterans are sweet. Lepidopterans are arthropods. Arthropods are temperate. Every arthropod is a crustacean. Every crustacean is not transparent. Crustaceans are spiders. Spiders are floral. Spiders are invertebrates. Butterflies are not floral. Alex is an arthropod. Is the following statement true or false? Alex is not floral., Alex is an arthropod. Every arthropod is a crustacean. Alex is a crustacean. Crustaceans are spiders. Alex is a spider. Spiders are floral. Alex is floral. ,False,Alex is not floral
1974, Mersenne primes are spicy. Mersenne primes are natural numbers. Natural numbers are aggressive. Natural numbers are fractions. Each fraction is not happy. Fractions are negative numbers. Every negative number is liquid. Numbers are not red. Negative numbers are composite numbers. Composite numbers are not large. Composite numbers are real numbers. Each real number is not floral. Real numbers are prime numbers. Prime numbers are red. Prime numbers are even numbers. Even numbers are transparent. Even numbers are integers. Max is a composite number. Is the following statement true or false? Max is red., Max is a composite number. Composite numbers are real numbers. Max is a real number. Real numbers are prime numbers. Max is a prime number. Prime numbers are red. Max is red. ,True,Max is red
1975, Animals are bitter. Every animal is a snake. Each snake is bright. Every snake is a carnivore. Carnivores are transparent. Each mammal is not transparent. Carnivores are cats. Fae is an animal. Is the following statement true or false? Fae is not transparent., Fae is an animal. Every animal is a snake. Fae is a snake. Every snake is a carnivore. Fae is a carnivore. Carnivores are transparent. Fae is transparent. ,False,Fae is not transparent
1976, Each vertebrate is not aggressive. Felines are not happy. Each vertebrate is a mammal. Every mammal is dull. Each mammal is a cat. Every cat is happy. Each cat is a snake. Fae is a vertebrate. Is the following statement true or false? Fae is not happy., Fae is a vertebrate. Each vertebrate is a mammal. Fae is a mammal. Each mammal is a cat. Fae is a cat. Every cat is happy. Fae is happy. ,False,Fae is not happy
1977, Every composite number is luminous. Every composite number is a natural number. Natural numbers are opaque. Natural numbers are even numbers. Prime numbers are not mean. Even numbers are blue. Even numbers are fractions. Every fraction is small. Fractions are numbers. Each number is not hot. Every number is an integer. Every integer is feisty. Integers are Mersenne primes. Mersenne primes are sour. Mersenne primes are negative numbers. Negative numbers are mean. Negative numbers are real numbers. Rex is an integer. Is the following statement true or false? Rex is not mean., Rex is an integer. Integers are Mersenne primes. Rex is a Mersenne prime. Mersenne primes are negative numbers. Rex is a negative number. Negative numbers are mean. Rex is mean. ,False,Rex is not mean
1978, Moths are metallic. Spiders are opaque. Spiders are crustaceans. Crustaceans are not floral. Each crustacean is an insect. Every insect is not metallic. Insects are invertebrates. Invertebrates are not hot. Invertebrates are lepidopterans. Lepidopterans are bitter. Lepidopterans are arthropods. Each arthropod is not angry. Arthropods are ants. Ants are nervous. Ants are animals. Each animal is brown. Every animal is a butterfly. Fae is a spider. Is the following statement true or false? Fae is not metallic., Fae is a spider. Spiders are crustaceans. Fae is a crustacean. Each crustacean is an insect. Fae is an insect. Every insect is not metallic. Fae is not metallic. ,True,Fae is not metallic
1979, Spiders are not opaque. Spiders are invertebrates. Every invertebrate is kind. Invertebrates are arthropods. Each arthropod is sweet. Arthropods are crustaceans. Every crustacean is not red. Crustaceans are insects. Insects are temperate. Each insect is a butterfly. Each butterfly is not liquid. Butterflies are lepidopterans. Each animal is liquid. Each lepidopteran is bright. Every lepidopteran is an ant. Each ant is earthy. Each ant is a moth. Polly is a crustacean. Is the following statement true or false? Polly is liquid., Polly is a crustacean. Crustaceans are insects. Polly is an insect. Each insect is a butterfly. Polly is a butterfly. Each butterfly is not liquid. Polly is not liquid. ,False,Polly is liquid
1980, Arthropods are hot. Each arthropod is a moth. Moths are small. Each animal is not floral. Moths are spiders. Spiders are floral. Each spider is a crustacean. Crustaceans are bright. Every crustacean is an insect. Insects are not happy. Insects are lepidopterans. Each lepidopteran is brown. Lepidopterans are ants. Ants are mean. Ants are invertebrates. Invertebrates are transparent. Every invertebrate is a butterfly. Rex is an arthropod. Is the following statement true or false? Rex is floral., Rex is an arthropod. Each arthropod is a moth. Rex is a moth. Moths are spiders. Rex is a spider. Spiders are floral. Rex is floral. ,True,Rex is floral
1981, Fractions are not dull. Every even number is floral. Fractions are real numbers. Every real number is not mean. Real numbers are prime numbers. Every prime number is not blue. Prime numbers are integers. Integers are nervous. Integers are natural numbers. Natural numbers are not floral. Each natural number is a Mersenne prime. Mersenne primes are small. Each Mersenne prime is a number. Numbers are luminous. Numbers are negative numbers. Every negative number is not sweet. Negative numbers are composite numbers. Stella is a prime number. Is the following statement true or false? Stella is not floral., Stella is a prime number. Prime numbers are integers. Stella is an integer. Integers are natural numbers. Stella is a natural number. Natural numbers are not floral. Stella is not floral. ,True,Stella is not floral
1982, Animals are not bitter. Animals are arthropods. Arthropods are cold. Every arthropod is a spider. Spiders are earthy. Spiders are lepidopterans. Lepidopterans are kind. Lepidopterans are ants. Invertebrates are not liquid. Each ant is orange. Each ant is a moth. Moths are transparent. Moths are crustaceans. Crustaceans are nervous. Crustaceans are butterflies. Butterflies are liquid. Each butterfly is an insect. Sam is a moth. Is the following statement true or false? Sam is not liquid., Sam is a moth. Moths are crustaceans. Sam is a crustacean. Crustaceans are butterflies. Sam is a butterfly. Butterflies are liquid. Sam is liquid. ,False,Sam is not liquid
1983, Each moth is not opaque. Each moth is a crustacean. Crustaceans are not bright. Every invertebrate is not sweet. Crustaceans are butterflies. Each butterfly is small. Butterflies are arthropods. Arthropods are sweet. Every arthropod is an insect. Each insect is not kind. Each insect is an animal. Alex is a crustacean. Is the following statement true or false? Alex is sweet., Alex is a crustacean. Crustaceans are butterflies. Alex is a butterfly. Butterflies are arthropods. Alex is an arthropod. Arthropods are sweet. Alex is sweet. ,True,Alex is sweet
1984, Real numbers are floral. Composite numbers are not small. Every real number is a negative number. Every negative number is happy. Each negative number is a number. Each number is small. Every number is a fraction. Each fraction is liquid. Fractions are prime numbers. Stella is a real number. Is the following statement true or false? Stella is not small., Stella is a real number. Every real number is a negative number. Stella is a negative number. Each negative number is a number. Stella is a number. Each number is small. Stella is small. ,False,Stella is not small
1985, Cows are not blue. Each cow is a carnivore. Every carnivore is not sour. Each carnivore is a sheep. Sheep are wooden. Sheep are felines. Every feline is opaque. Felines are snakes. Snakes are not angry. Every snake is a mammal. Mammals are shy. Mammals are cats. Every cat is not bright. Animals are bright. Cats are dogs. Dogs are floral. Dogs are vertebrates. Sally is a snake. Is the following statement true or false? Sally is not bright., Sally is a snake. Every snake is a mammal. Sally is a mammal. Mammals are cats. Sally is a cat. Every cat is not bright. Sally is not bright. ,True,Sally is not bright
1986, Each arthropod is transparent. Each arthropod is a butterfly. Butterflies are not dull. Butterflies are insects. Each animal is not small. Each insect is small. Each insect is a spider. Each spider is not feisty. Each spider is a crustacean. Stella is an arthropod. Is the following statement true or false? Stella is small., Stella is an arthropod. Each arthropod is a butterfly. Stella is a butterfly. Butterflies are insects. Stella is an insect. Each insect is small. Stella is small. ,True,Stella is small
1987, Every cat is large. Cats are sheep. Sheep are nervous. Every sheep is a vertebrate. Each vertebrate is amenable. Each vertebrate is a carnivore. Carnivores are not spicy. Carnivores are animals. Each animal is floral. Each feline is not bright. Animals are cows. Cows are blue. Cows are snakes. Each snake is hot. Every snake is a dog. Dogs are bright. Dogs are mammals. Alex is a cow. Is the following statement true or false? Alex is bright., Alex is a cow. Cows are snakes. Alex is a snake. Every snake is a dog. Alex is a dog. Dogs are bright. Alex is bright. ,True,Alex is bright
1988, Each fraction is not temperate. Fractions are negative numbers. Negative numbers are fruity. Negative numbers are composite numbers. Every composite number is not sweet. Each composite number is a prime number. Each prime number is metallic. Prime numbers are Mersenne primes. Mersenne primes are bright. Every Mersenne prime is a natural number. Each natural number is transparent. Each real number is not metallic. Natural numbers are even numbers. Polly is a negative number. Is the following statement true or false? Polly is not metallic., Polly is a negative number. Negative numbers are composite numbers. Polly is a composite number. Each composite number is a prime number. Polly is a prime number. Each prime number is metallic. Polly is metallic. ,False,Polly is not metallic
1989, Invertebrates are not aggressive. Invertebrates are spiders. Spiders are bitter. Spiders are arthropods. Arthropods are hot. Arthropods are animals. Each animal is not large. Every animal is a butterfly. Butterflies are transparent. Butterflies are moths. Every moth is bright. Each moth is an ant. Ants are blue. Each ant is a crustacean. Every crustacean is not luminous. Crustaceans are lepidopterans. Every insect is not bright. Fae is an animal. Is the following statement true or false? Fae is bright., Fae is an animal. Every animal is a butterfly. Fae is a butterfly. Butterflies are moths. Fae is a moth. Every moth is bright. Fae is bright. ,True,Fae is bright
1990, Negative numbers are bright. Each natural number is luminous. Negative numbers are even numbers. Even numbers are not aggressive. Every even number is a real number. Real numbers are hot. Every real number is a number. Numbers are not luminous. Every number is a composite number. Every composite number is transparent. Every composite number is a fraction. Every fraction is large. Fractions are integers. Each integer is orange. Integers are prime numbers. Prime numbers are not earthy. Prime numbers are Mersenne primes. Rex is an even number. Is the following statement true or false? Rex is not luminous., Rex is an even number. Every even number is a real number. Rex is a real number. Every real number is a number. Rex is a number. Numbers are not luminous. Rex is not luminous. ,True,Rex is not luminous
1991, Butterflies are spicy. Butterflies are crustaceans. Crustaceans are not opaque. Crustaceans are spiders. Spiders are earthy. Spiders are invertebrates. Invertebrates are wooden. Invertebrates are lepidopterans. Each arthropod is large. Each lepidopteran is not large. Lepidopterans are ants. Alex is a spider. Is the following statement true or false? Alex is large., Alex is a spider. Spiders are invertebrates. Alex is an invertebrate. Invertebrates are lepidopterans. Alex is a lepidopteran. Each lepidopteran is not large. Alex is not large. ,False,Alex is large
1992, Composite numbers are kind. Every composite number is a natural number. Each natural number is sweet. Natural numbers are real numbers. Real numbers are not large. Every real number is an even number. Numbers are not bright. Even numbers are blue. Even numbers are negative numbers. Negative numbers are bright. Negative numbers are prime numbers. Prime numbers are happy. Every prime number is a fraction. Fractions are fruity. Every fraction is a Mersenne prime. Every Mersenne prime is not cold. Mersenne primes are integers. Rex is a real number. Is the following statement true or false? Rex is not bright., Rex is a real number. Every real number is an even number. Rex is an even number. Even numbers are negative numbers. Rex is a negative number. Negative numbers are bright. Rex is bright. ,False,Rex is not bright
1993, Each sheep is not transparent. Sheep are carnivores. Every carnivore is metallic. Each carnivore is a feline. Felines are hot. Felines are snakes. Every snake is aggressive. Each snake is a dog. Each dog is sweet. Dogs are cats. Each cat is earthy. Cats are mammals. Mammals are large. Every cow is not aggressive. Every mammal is an animal. Every animal is blue. Each animal is a vertebrate. Fae is a carnivore. Is the following statement true or false? Fae is aggressive., Fae is a carnivore. Each carnivore is a feline. Fae is a feline. Felines are snakes. Fae is a snake. Every snake is aggressive. Fae is aggressive. ,True,Fae is aggressive
1994, Lepidopterans are floral. Lepidopterans are animals. Each animal is not amenable. Butterflies are not opaque. Every animal is a crustacean. Crustaceans are large. Crustaceans are arthropods. Arthropods are opaque. Each arthropod is an insect. Each insect is not brown. Each insect is a spider. Spiders are not liquid. Each spider is an invertebrate. Invertebrates are happy. Invertebrates are moths. Moths are not sweet. Moths are ants. Fae is an animal. Is the following statement true or false? Fae is opaque., Fae is an animal. Every animal is a crustacean. Fae is a crustacean. Crustaceans are arthropods. Fae is an arthropod. Arthropods are opaque. Fae is opaque. ,True,Fae is opaque
1995, Each negative number is opaque. Every negative number is an integer. Every integer is fruity. Each integer is a Mersenne prime. Each Mersenne prime is sweet. Mersenne primes are fractions. Each fraction is kind. Every fraction is a prime number. Prime numbers are not orange. Prime numbers are real numbers. Real numbers are not nervous. Each real number is an even number. Each natural number is nervous. Rex is a fraction. Is the following statement true or false? Rex is nervous., Rex is a fraction. Every fraction is a prime number. Rex is a prime number. Prime numbers are real numbers. Rex is a real number. Real numbers are not nervous. Rex is not nervous. ,False,Rex is nervous
1996, Each Mersenne prime is fruity. Mersenne primes are natural numbers. Natural numbers are opaque. Every natural number is a prime number. Prime numbers are not amenable. Prime numbers are fractions. Even numbers are not liquid. Every fraction is not large. Each fraction is a real number. Real numbers are spicy. Real numbers are negative numbers. Each negative number is liquid. Negative numbers are numbers. Numbers are feisty. Every number is an integer. Integers are bright. Integers are composite numbers. Wren is a fraction. Is the following statement true or false? Wren is not liquid., Wren is a fraction. Each fraction is a real number. Wren is a real number. Real numbers are negative numbers. Wren is a negative number. Each negative number is liquid. Wren is liquid. ,False,Wren is not liquid
1997, Natural numbers are not hot. Each natural number is a negative number. Negative numbers are orange. Every Mersenne prime is not sweet. Every negative number is a fraction. Every fraction is small. Fractions are integers. Integers are not wooden. Integers are prime numbers. Prime numbers are amenable. Prime numbers are even numbers. Every even number is sweet. Even numbers are composite numbers. Each composite number is opaque. Composite numbers are numbers. Every number is not dull. Numbers are real numbers. Polly is an integer. Is the following statement true or false? Polly is not sweet., Polly is an integer. Integers are prime numbers. Polly is a prime number. Prime numbers are even numbers. Polly is an even number. Every even number is sweet. Polly is sweet. ,False,Polly is not sweet
1998, Each insect is not floral. Every moth is not transparent. Every insect is an arthropod. Arthropods are happy. Every arthropod is an animal. Animals are transparent. Animals are butterflies. Polly is an insect. Is the following statement true or false? Polly is transparent., Polly is an insect. Every insect is an arthropod. Polly is an arthropod. Every arthropod is an animal. Polly is an animal. Animals are transparent. Polly is transparent. ,True,Polly is transparent
1999, Every dog is small. Dogs are felines. Felines are not transparent. Every cat is hot. Each feline is a snake. Snakes are not hot. Every snake is a vertebrate. Vertebrates are orange. Each vertebrate is a cow. Fae is a dog. Is the following statement true or false? Fae is hot., Fae is a dog. Dogs are felines. Fae is a feline. Each feline is a snake. Fae is a snake. Snakes are not hot. Fae is not hot. ,False,Fae is hot
2000, Lepidopterans are large. Lepidopterans are invertebrates. Invertebrates are liquid. Each invertebrate is an ant. Every ant is sweet. Each ant is a butterfly. Each butterfly is bright. Butterflies are animals. Animals are floral. Crustaceans are not bright. Animals are insects. Alex is an invertebrate. Is the following statement true or false? Alex is bright., Alex is an invertebrate. Each invertebrate is an ant. Alex is an ant. Each ant is a butterfly. Alex is a butterfly. Each butterfly is bright. Alex is bright. ,True,Alex is bright
2001, Lepidopterans are metallic. Lepidopterans are ants. Each ant is not floral. Each ant is an invertebrate. Invertebrates are small. Invertebrates are butterflies. Butterflies are bright. Animals are not angry. Butterflies are insects. Insects are not blue. Insects are arthropods. Arthropods are happy. Each arthropod is a moth. Each moth is not sweet. Every moth is a spider. Each spider is angry. Each spider is a crustacean. Alex is an arthropod. Is the following statement true or false? Alex is not angry., Alex is an arthropod. Each arthropod is a moth. Alex is a moth. Every moth is a spider. Alex is a spider. Each spider is angry. Alex is angry. ,False,Alex is not angry
2002, Each dog is not bitter. Dogs are felines. Each feline is small. Felines are carnivores. Carnivores are not hot. Every carnivore is a sheep. Every sheep is not angry. Every sheep is a mammal. Every cow is bright. Mammals are transparent. Each mammal is a vertebrate. Every vertebrate is wooden. Vertebrates are animals. Animals are earthy. Every animal is a cat. Cats are not bright. Every cat is a snake. Sam is a vertebrate. Is the following statement true or false? Sam is not bright., Sam is a vertebrate. Vertebrates are animals. Sam is an animal. Every animal is a cat. Sam is a cat. Cats are not bright. Sam is not bright. ,True,Sam is not bright
2003, Every negative number is sour. Every negative number is a Mersenne prime. Every Mersenne prime is nervous. Each Mersenne prime is a number. Every even number is not dull. Numbers are dull. Every number is a composite number. Sally is a negative number. Is the following statement true or false? Sally is not dull., Sally is a negative number. Every negative number is a Mersenne prime. Sally is a Mersenne prime. Each Mersenne prime is a number. Sally is a number. Numbers are dull. Sally is dull. ,False,Sally is not dull
2004, Animals are bright. Each animal is a cat. Every cat is not cold. Every snake is not spicy. Every cat is a mammal. Each mammal is floral. Each mammal is a cow. Cows are not opaque. Cows are felines. Felines are spicy. Every feline is a carnivore. Carnivores are not large. Each carnivore is a vertebrate. Vertebrates are not orange. Each vertebrate is a dog. Every dog is not kind. Every dog is a sheep. Fae is a mammal. Is the following statement true or false? Fae is spicy., Fae is a mammal. Each mammal is a cow. Fae is a cow. Cows are felines. Fae is a feline. Felines are spicy. Fae is spicy. ,True,Fae is spicy
2005, Every ant is liquid. Ants are butterflies. Each butterfly is not spicy. Moths are not shy. Butterflies are lepidopterans. Each lepidopteran is shy. Lepidopterans are insects. Insects are mean. Every insect is an arthropod. Sam is an ant. Is the following statement true or false? Sam is not shy., Sam is an ant. Ants are butterflies. Sam is a butterfly. Butterflies are lepidopterans. Sam is a lepidopteran. Each lepidopteran is shy. Sam is shy. ,False,Sam is not shy
2006, Each animal is dull. Animals are insects. Each insect is not nervous. Every insect is an ant. Each invertebrate is fruity. Ants are not fruity. Each ant is a butterfly. Every butterfly is mean. Each butterfly is a lepidopteran. Lepidopterans are not small. Lepidopterans are moths. Polly is an animal. Is the following statement true or false? Polly is not fruity., Polly is an animal. Animals are insects. Polly is an insect. Every insect is an ant. Polly is an ant. Ants are not fruity. Polly is not fruity. ,True,Polly is not fruity
2007, Numbers are kind. Numbers are even numbers. Even numbers are fruity. Even numbers are Mersenne primes. Mersenne primes are not bitter. Mersenne primes are prime numbers. Prime numbers are large. Prime numbers are natural numbers. Integers are not large. Natural numbers are not happy. Every natural number is a negative number. Each negative number is wooden. Every negative number is a real number. Real numbers are not opaque. Real numbers are fractions. Each fraction is red. Fractions are composite numbers. Stella is an even number. Is the following statement true or false? Stella is not large., Stella is an even number. Even numbers are Mersenne primes. Stella is a Mersenne prime. Mersenne primes are prime numbers. Stella is a prime number. Prime numbers are large. Stella is large. ,False,Stella is not large
2008, Mammals are bright. Every mammal is a cow. Dogs are opaque. Cows are shy. Cows are felines. Each feline is orange. Every feline is a carnivore. Carnivores are not opaque. Carnivores are vertebrates. Vertebrates are kind. Vertebrates are animals. Animals are hot. Every animal is a sheep. Sheep are earthy. Every sheep is a cat. Each cat is spicy. Each cat is a snake. Polly is a cow. Is the following statement true or false? Polly is opaque., Polly is a cow. Cows are felines. Polly is a feline. Every feline is a carnivore. Polly is a carnivore. Carnivores are not opaque. Polly is not opaque. ,False,Polly is opaque
2009, Every prime number is not floral. Prime numbers are Mersenne primes. Mersenne primes are bright. Each Mersenne prime is a natural number. Natural numbers are not metallic. Each composite number is not cold. Natural numbers are even numbers. Every even number is cold. Every even number is a fraction. Each fraction is amenable. Every fraction is an integer. Max is a Mersenne prime. Is the following statement true or false? Max is not cold., Max is a Mersenne prime. Each Mersenne prime is a natural number. Max is a natural number. Natural numbers are even numbers. Max is an even number. Every even number is cold. Max is cold. ,False,Max is not cold
2010, Animals are large. Animals are insects. Insects are not mean. Insects are butterflies. Butterflies are transparent. Each butterfly is an ant. Ants are not earthy. Moths are not transparent. Ants are invertebrates. Each invertebrate is not bright. Invertebrates are arthropods. Max is an animal. Is the following statement true or false? Max is not transparent., Max is an animal. Animals are insects. Max is an insect. Insects are butterflies. Max is a butterfly. Butterflies are transparent. Max is transparent. ,False,Max is not transparent
2011, Animals are not temperate. Every animal is a feline. Felines are large. Each feline is a cat. Every cat is wooden. Cats are carnivores. Carnivores are not fruity. Each carnivore is a mammal. Every mammal is aggressive. Mammals are vertebrates. Vertebrates are shy. Vertebrates are sheep. Every sheep is sour. Sheep are cows. Each snake is not sour. Cows are dull. Cows are dogs. Stella is a mammal. Is the following statement true or false? Stella is not sour., Stella is a mammal. Mammals are vertebrates. Stella is a vertebrate. Vertebrates are sheep. Stella is a sheep. Every sheep is sour. Stella is sour. ,False,Stella is not sour
2012, Each number is not small. Each number is a negative number. Each composite number is not wooden. Negative numbers are transparent. Each negative number is a prime number. Each prime number is not fruity. Prime numbers are even numbers. Even numbers are wooden. Every even number is an integer. Each integer is amenable. Every integer is a natural number. Every natural number is bitter. Natural numbers are Mersenne primes. Each Mersenne prime is happy. Every Mersenne prime is a real number. Sam is a negative number. Is the following statement true or false? Sam is not wooden., Sam is a negative number. Each negative number is a prime number. Sam is a prime number. Prime numbers are even numbers. Sam is an even number. Even numbers are wooden. Sam is wooden. ,False,Sam is not wooden
2013, Every even number is temperate. Each even number is a fraction. Fractions are dull. Each fraction is a natural number. Every natural number is floral. Each natural number is a number. Numbers are large. Numbers are real numbers. Real numbers are nervous. Real numbers are prime numbers. Each prime number is not opaque. Every Mersenne prime is not wooden. Every prime number is a negative number. Each negative number is kind. Every negative number is a composite number. Each composite number is wooden. Every composite number is an integer. Sally is a prime number. Is the following statement true or false? Sally is wooden., Sally is a prime number. Every prime number is a negative number. Sally is a negative number. Every negative number is a composite number. Sally is a composite number. Each composite number is wooden. Sally is wooden. ,True,Sally is wooden
2014, Negative numbers are sweet. Negative numbers are even numbers. Even numbers are dull. Even numbers are natural numbers. Natural numbers are blue. Natural numbers are composite numbers. Numbers are not happy. Composite numbers are small. Composite numbers are real numbers. Real numbers are happy. Real numbers are Mersenne primes. Mersenne primes are liquid. Every Mersenne prime is an integer. Integers are not floral. Each integer is a fraction. Fractions are not opaque. Fractions are prime numbers. Sally is a natural number. Is the following statement true or false? Sally is not happy., Sally is a natural number. Natural numbers are composite numbers. Sally is a composite number. Composite numbers are real numbers. Sally is a real number. Real numbers are happy. Sally is happy. ,False,Sally is not happy
2015, Every ant is not small. Each ant is a spider. Spiders are not feisty. Spiders are arthropods. Arthropods are bright. Arthropods are invertebrates. Each invertebrate is orange. Invertebrates are animals. Animals are not cold. Each animal is a crustacean. Crustaceans are spicy. Every moth is not orange. Crustaceans are lepidopterans. Lepidopterans are luminous. Lepidopterans are insects. Every insect is aggressive. Every insect is a butterfly. Wren is a spider. Is the following statement true or false? Wren is orange., Wren is a spider. Spiders are arthropods. Wren is an arthropod. Arthropods are invertebrates. Wren is an invertebrate. Each invertebrate is orange. Wren is orange. ,True,Wren is orange
2016, Each integer is opaque. Each integer is a Mersenne prime. Every Mersenne prime is earthy. Mersenne primes are fractions. Each fraction is large. Every fraction is a prime number. Each prime number is not dull. Every number is dull. Prime numbers are composite numbers. Composite numbers are spicy. Each composite number is a negative number. Negative numbers are orange. Negative numbers are real numbers. Each real number is not kind. Every real number is a natural number. Every natural number is not feisty. Natural numbers are even numbers. Fae is a Mersenne prime. Is the following statement true or false? Fae is dull., Fae is a Mersenne prime. Mersenne primes are fractions. Fae is a fraction. Every fraction is a prime number. Fae is a prime number. Each prime number is not dull. Fae is not dull. ,False,Fae is dull
2017, Each insect is dull. Insects are spiders. Each spider is sweet. Spiders are ants. Crustaceans are not metallic. Ants are metallic. Ants are lepidopterans. Rex is an insect. Is the following statement true or false? Rex is metallic., Rex is an insect. Insects are spiders. Rex is a spider. Spiders are ants. Rex is an ant. Ants are metallic. Rex is metallic. ,True,Rex is metallic
2018, Every prime number is not transparent. Prime numbers are fractions. Fractions are not bright. Fractions are composite numbers. Each composite number is feisty. Composite numbers are even numbers. Even numbers are mean. Even numbers are negative numbers. Every negative number is small. Each negative number is an integer. Integers are not bitter. Each number is bitter. Integers are Mersenne primes. Mersenne primes are not brown. Every Mersenne prime is a natural number. Fae is an even number. Is the following statement true or false? Fae is not bitter., Fae is an even number. Even numbers are negative numbers. Fae is a negative number. Each negative number is an integer. Fae is an integer. Integers are not bitter. Fae is not bitter. ,True,Fae is not bitter
2019, Each cat is not opaque. Each cat is a cow. Cows are not aggressive. Each cow is a mammal. Mammals are temperate. Mammals are felines. Felines are metallic. Felines are snakes. Every snake is orange. Each snake is a dog. Every dog is not large. Every dog is an animal. Animals are not dull. Animals are carnivores. Carnivores are fruity. Vertebrates are not temperate. Carnivores are sheep. Wren is a cat. Is the following statement true or false? Wren is not temperate., Wren is a cat. Each cat is a cow. Wren is a cow. Each cow is a mammal. Wren is a mammal. Mammals are temperate. Wren is temperate. ,False,Wren is not temperate
2020, Every dog is hot. Every dog is a cat. Every cat is large. Each cat is an animal. Every animal is not bright. Animals are felines. Every carnivore is not earthy. Felines are earthy. Felines are mammals. Alex is a cat. Is the following statement true or false? Alex is earthy., Alex is a cat. Each cat is an animal. Alex is an animal. Animals are felines. Alex is a feline. Felines are earthy. Alex is earthy. ,True,Alex is earthy
2021, Every vertebrate is not opaque. Every vertebrate is a dog. Dogs are small. Every dog is a mammal. Each mammal is dull. Cows are not dull. Every mammal is a sheep. Sheep are sour. Sheep are cats. Every cat is liquid. Cats are animals. Animals are cold. Every animal is a feline. Felines are not shy. Felines are carnivores. Carnivores are kind. Carnivores are snakes. Sally is a vertebrate. Is the following statement true or false? Sally is not dull., Sally is a vertebrate. Every vertebrate is a dog. Sally is a dog. Every dog is a mammal. Sally is a mammal. Each mammal is dull. Sally is dull. ,False,Sally is not dull
2022, Every integer is transparent. Integers are numbers. Every number is not brown. Numbers are prime numbers. Each prime number is not fruity. Every prime number is a negative number. Fractions are fruity. Polly is an integer. Is the following statement true or false? Polly is not fruity., Polly is an integer. Integers are numbers. Polly is a number. Numbers are prime numbers. Polly is a prime number. Each prime number is not fruity. Polly is not fruity. ,True,Polly is not fruity
2023, Animals are not opaque. Animals are snakes. Each snake is luminous. Snakes are felines. Cows are kind. Each feline is not dull. Felines are vertebrates. Every vertebrate is blue. Vertebrates are dogs. Every dog is not kind. Dogs are sheep. Sheep are happy. Sheep are carnivores. Carnivores are spicy. Carnivores are mammals. Mammals are earthy. Mammals are cats. Polly is a feline. Is the following statement true or false? Polly is not kind., Polly is a feline. Felines are vertebrates. Polly is a vertebrate. Vertebrates are dogs. Polly is a dog. Every dog is not kind. Polly is not kind. ,True,Polly is not kind
2024, Each prime number is not earthy. Each prime number is a fraction. Each fraction is happy. Fractions are numbers. Every number is hot. Each number is a composite number. Every composite number is liquid. Composite numbers are natural numbers. Natural numbers are sweet. Natural numbers are even numbers. Every even number is dull. Even numbers are real numbers. Every real number is not angry. Negative numbers are not liquid. Real numbers are Mersenne primes. Mersenne primes are large. Every Mersenne prime is an integer. Sam is a fraction. Is the following statement true or false? Sam is liquid., Sam is a fraction. Fractions are numbers. Sam is a number. Each number is a composite number. Sam is a composite number. Every composite number is liquid. Sam is liquid. ,True,Sam is liquid
2025, Every carnivore is happy. Carnivores are sheep. Sheep are fruity. Sheep are cats. Cats are large. Each cat is a mammal. Mammals are not dull. Mammals are cows. Every cow is not red. Each cow is a dog. Each dog is hot. Dogs are animals. Animals are not opaque. Every animal is a vertebrate. Vertebrates are liquid. Snakes are red. Vertebrates are felines. Fae is a cat. Is the following statement true or false? Fae is not red., Fae is a cat. Each cat is a mammal. Fae is a mammal. Mammals are cows. Fae is a cow. Every cow is not red. Fae is not red. ,True,Fae is not red
2026, Composite numbers are blue. Composite numbers are numbers. Mersenne primes are not wooden. Each number is aggressive. Numbers are integers. Integers are opaque. Every integer is a prime number. Prime numbers are wooden. Every prime number is an even number. Each even number is floral. Even numbers are negative numbers. Polly is a number. Is the following statement true or false? Polly is wooden., Polly is a number. Numbers are integers. Polly is an integer. Every integer is a prime number. Polly is a prime number. Prime numbers are wooden. Polly is wooden. ,True,Polly is wooden
2027, Every carnivore is nervous. Carnivores are dogs. Dogs are dull. Each dog is a mammal. Mammals are opaque. Each mammal is an animal. Animals are not spicy. Every animal is a sheep. Sheep are metallic. Sheep are cats. Every cat is not fruity. Cats are vertebrates. Vertebrates are cold. Each vertebrate is a cow. Each snake is fruity. Each cow is mean. Cows are felines. Alex is an animal. Is the following statement true or false? Alex is not fruity., Alex is an animal. Every animal is a sheep. Alex is a sheep. Sheep are cats. Alex is a cat. Every cat is not fruity. Alex is not fruity. ,True,Alex is not fruity
